"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2011 comScore, Inc"
"","","","Time Period :: September 2010 - November 2011","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 12/19/2011","","","","","",""

"","","","Sep-2010","Oct-2010","Nov-2010","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011"
"687","[P]","    Grupo Planeta Sites","5,523","5,852","6,177","5,265","5,754","5,137","5,334","4,668","5,726","5,414","5,032","4,855","5,278","4,768","4,277"
"688","[P]","    XICI.NET","13,394","11,189","10,739","9,326","8,146","7,737","8,003","6,479","6,378","6,982","6,624","8,261","3,304","4,132","4,214"
"689","[P]","    MBC (Munhwa Broadcasting Corp.)","4,588","3,994","3,157","3,635","4,280","3,773","4,239","4,247","4,905","4,673","4,585","4,569","4,748","4,907","4,186"
"690","[P]","    JEERAN.COM","7,177","7,825","7,180","6,803","5,761","4,012","3,571","4,592","4,808","3,610","3,344","3,435","3,854","4,314","4,177"
"691","[P]","    GameStop","10,024","11,921","3,713","4,058","2,957","2,518","2,475","2,423","2,775","3,007","2,594","3,100","2,999","3,283","4,152"
"692","[P]","    HAWAAWORLD.COM","4,950","4,954","4,442","3,948","4,290","3,448","4,246","4,455","4,853","5,025","4,243","4,378","4,411","4,783","4,140"
"693","[P]","    Eastman Kodak","4,897","5,020","5,524","6,185","5,034","3,656","3,794","3,518","3,773","3,826","3,663","3,718","4,029","3,951","4,137"
"694","[P]","    Compare Infobase Limited","4,993","5,085","5,592","7,459","6,347","5,482","4,414","4,559","4,913","5,004","4,730","4,439","4,439","4,120","4,104"
"695","[P]","    GAME2.CN","2,937","2,546","1,232","881","2,430","3,483","2,606","2,512","3,510","2,967","3,108","2,672","2,738","3,914","4,092"
"696","[P]","    ZHCW.COM","4,069","3,784","3,639","3,200","3,325","2,554","3,882","3,397","3,262","3,823","4,816","3,672","4,065","4,013","4,071"
"697","[P]","    8684.CN","5,947","6,140","5,471","4,019","3,585","3,131","4,282","4,889","4,159","2,265","3,779","3,624","3,466","4,338","4,046"
"698","[P]","    READNOVEL.COM","3,427","3,054","2,938","2,924","3,013","3,497","3,348","3,828","4,381","2,953","3,504","4,213","4,160","3,526","4,030"
"699","[P]","    Estee Lauder Sites","3,681","3,169","3,427","3,391","3,120","2,759","3,071","3,052","3,148","3,139","3,138","3,245","3,858","3,999","4,005"
"700","[P]","    UPTODOWN.COM","4,443","4,752","4,422","4,290","4,651","4,464","5,018","4,970","5,649","5,691","5,420","5,353","4,905","4,576","3,995"
"701","[P]","    edaily","3,869","3,908","2,701","4,079","4,676","3,370","3,921","4,103","4,444","2,867","3,548","3,963","3,955","4,587","3,974"
"702","[P]","    ZSHARE.NET","7,818","7,579","7,029","6,110","5,915","4,835","5,895","4,733","4,876","4,507","4,231","3,847","4,062","3,703","3,968"
"703","[P]","    HMV","6,533","6,800","7,616","7,950","6,183","4,938","5,300","4,938","4,952","4,537","4,594","4,504","5,023","5,555","3,961"
"704","[P]","    FortuneCity Global Community","4,283","4,560","4,465","3,619","3,568","3,418","3,733","3,621","4,069","3,726","3,385","3,775","4,052","4,241","3,917"
"705","[P]","    RORO44.COM","6,020","6,313","5,176","5,280","5,293","4,468","5,163","4,727","4,957","4,655","4,124","4,415","4,242","4,590","3,863"
"706","[P]","    SPRINGERLINK.COM","5,504","6,021","6,150","4,442","4,747","4,482","4,920","3,634","3,579","3,156","2,552","2,723","3,394","3,896","3,861"
"707","[P]","    NHACCUATUI.COM","2,563","2,607","2,593","2,565","2,563","2,114","2,469","2,579","2,711","2,642","2,688","4,539","4,779","4,876","3,859"
"708","[P]","    Cablevision","7,572","8,237","9,247","9,424","9,060","7,438","8,413","8,014","7,651","3,657","3,698","4,375","3,966","3,874","3,851"
"709","[P]","    Weight Watchers International","5,241","3,642","3,308","2,778","7,030","5,867","4,980","4,344","4,910","4,564","4,327","4,450","4,977","4,718","3,805"
"710","[P]","    MINIJUEGOS.COM","3,964","3,977","3,838","4,490","4,346","3,926","3,799","3,802","3,735","4,103","4,381","3,968","3,595","3,820","3,776"
"711","[P]","    6RB.COM","8,453","8,786","7,860","6,828","6,497","5,684","5,754","4,604","4,572","4,395","4,115","3,007","4,258","4,214","3,749"
"712","[P]","    Trend Micro, Inc.","3,042","3,177","3,797","3,927","3,370","3,086","3,067","3,186","3,106","3,226","2,875","3,205","3,565","3,907","3,745"
"713","[P]","    Tiscali Sites","7,009","5,842","5,548","4,486","5,431","4,923","4,612","4,329","4,748","4,329","3,655","3,418","3,474","3,728","3,738"
"714","[P]","    PartyGaming","6,409","5,014","5,400","4,742","4,808","4,960","6,205","5,493","7,015","4,977","4,325","3,528","3,287","3,416","3,705"
"715","[P]","    Tele2 Sites","4,311","4,504","4,156","3,992","3,730","3,249","3,815","3,174","3,452","3,386","3,596","3,630","3,523","3,676","3,636"
"716","[P]","    Ekspress Grupp","3,964","3,848","3,713","3,743","3,643","3,176","3,507","3,423","3,606","3,453","3,766","3,647","3,526","3,749","3,596"
"717","[P]","    DLTK Network Sites","3,121","4,364","3,616","3,403","2,899","2,941","3,172","2,650","2,706","2,055","1,971","2,316","2,673","3,844","3,562"
"718","[P]","    BLOGBUS.COM*","4,750","4,125","3,885","3,217","3,562","3,439","3,673","3,347","3,717","3,280","2,668","2,675","2,444","2,964","3,532"
"719","[P]","    PSICOFXP.COM","7,431","7,602","7,444","6,704","6,079","4,506","4,415","4,181","4,465","4,388","4,068","4,336","4,203","4,330","3,525"
"720","[P](U)","    EVA.VN","921","921","944","1,030","991","1,020","1,196","1,135","1,224","1,197","1,660","1,739","3,092","3,552","3,496"
"721","[P]","    PalTalk","5,464","4,866","4,636","4,466","4,245","3,901","3,768","3,851","4,296","4,054","3,954","3,451","3,631","3,639","3,495"
"722","[P]","    Moneysupermarket.com Financial Group","3,822","3,311","3,024","2,604","4,172","3,637","3,686","3,609","3,784","3,681","4,185","3,953","3,739","4,067","3,470"
"723","[P]","    GameDuell","5,084","4,437","4,613","5,361","7,970","5,360","3,690","3,812","2,787","2,395","2,545","3,082","3,414","3,683","3,436"
"724","[P]","    Proto Corporation","4,044","3,923","3,528","3,049","3,614","3,511","3,163","3,154","3,437","3,133","3,237","3,391","3,629","3,442","3,323"
"725","[P]","    ESNIPS.COM","4,234","3,940","3,963","3,670","3,703","3,035","3,319","3,367","3,764","4,070","4,724","4,408","5,886","4,131","3,289"
"726","[P]","    HONGXIU.COM","2,347","2,238","2,076","1,661","2,097","2,087","2,491","2,203","2,727","3,004","2,603","2,997","2,650","2,484","3,259"
"727","[P]","    PHPNUKE.ORG","3,549","3,733","3,990","3,604","4,367","4,460","4,362","4,351","4,712","4,501","4,005","4,137","3,819","3,525","3,198"
"728","[P]","    Interdots International","3,598","3,477","3,578","3,418","3,429","2,750","3,097","2,889","3,226","4,008","3,395","4,172","3,406","3,752","3,176"
"729","[P]","    GAMES2GIRLS.COM","3,098","2,877","3,292","3,537","3,651","3,344","3,512","3,357","3,444","3,829","4,101","4,194","3,215","3,261","3,164"
"730","[P]","    WetterOnline GmbH","5,662","5,072","4,488","6,236","4,279","3,522","3,835","4,127","5,070","5,963","6,561","6,091","4,512","3,958","3,141"
"731","[P]","    TE3P.COM","5,548","6,085","5,717","5,129","5,157","4,069","4,624","3,596","3,824","3,808","3,349","3,569","3,241","3,084","3,133"
"732","[P]","    SUMOTORRENT.COM","3,408","3,705","2,973","2,650","2,903","2,391","3,013","3,058","3,457","3,248","3,098","2,786","2,945","3,211","3,088"
"733","[P]","    YOURFILEHOST.COM","9,649","9,556","8,661","7,763","7,237","6,451","6,375","4,976","3,736","3,868","3,933","4,690","4,092","4,222","3,082"
"734","[P](u)","    Independent News & Media","1,735","1,875","1,990","1,689","2,114","1,806","1,947","1,893","2,366","2,141","2,153","2,915","2,963","3,250","3,061"
"735","[P]","    GRAAAM.COM","4,927","4,850","4,202","4,106","4,172","3,282","3,523","2,996","2,926","2,961","2,721","2,601","2,765","2,827","2,992"
"736","[P]","    NOWCOM","3,281","2,829","2,225","2,391","2,875","2,406","2,206","2,639","3,030","2,357","2,809","3,053","3,261","3,409","2,965"
"737","[P]","    Benesse Corporation","3,766","3,356","3,551","3,130","3,427","3,316","3,349","2,784","3,155","2,968","3,182","2,961","3,111","3,079","2,927"
"738","[P]","    Universia","3,602","3,577","3,789","2,381","2,687","2,451","3,384","2,926","3,402","3,269","2,467","2,548","2,736","3,178","2,920"
"739","[P]","    Pepsi Co.","3,544","4,256","3,563","3,464","3,576","2,510","2,801","2,486","3,470","3,191","3,320","3,185","3,283","2,613","2,902"
"740","[P](U)","    PLAYLIST.COM","4,202","4,291","4,504","4,798","4,320","3,786","4,177","3,864","3,761","3,072","2,940","2,845","3,013","3,024","2,889"
"741","[P]","    GARENA.COM","4,195","4,246","3,726","2,566","2,736","2,455","2,561","2,663","2,457","2,536","2,470","2,671","2,622","3,196","2,868"
"742","[P]","    2DPLAY.COM","3,602","3,292","3,414","3,695","3,569","3,421","3,442","3,253","3,449","3,498","3,671","3,427","2,689","2,936","2,856"
"743","[P]","    TOGGLE.COM","4,199","5,465","4,982","4,583","4,887","4,314","4,063","3,247","3,435","3,205","3,027","2,976","2,899","2,798","2,841"
"744","[P]","    BADONGO.COM","5,242","5,153","4,846","4,019","4,078","3,412","3,327","3,339","3,515","3,080","3,078","3,287","3,008","3,322","2,838"
"745","[P]","    Meebo Messenger IM","6,838","5,873","5,163","6,479","4,725","4,035","3,799","3,576","3,513","3,602","3,082","3,124","2,986","2,923","2,794"
"746","[P]","    RAYFILE.COM","3,985","3,307","2,635","2,255","3,092","2,039","2,305","2,184","2,224","2,423","2,937","2,667","2,457","3,496","2,765"
"747","[P]","    JMnet (JoongAng Media Network)","13,936","12,309","9,418","8,943","7,047","5,554","6,775","5,985","6,048","3,514","4,584","5,006","2,476","2,665","2,726"
"748","[P]","    ORBITDOWNLOADER.COM","10,293","10,624","10,131","10,252","10,448","10,067","10,314","10,192","10,427","9,841","9,738","10,285","10,926","2,436","2,713"
"749","[P]","    265.COM","3,284","3,327","3,421","3,038","2,774","2,886","2,892","2,362","2,596","3,159","2,679","2,770","2,430","2,838","2,691"
"750","[P]","    MSGPLUSLIVE.NET","4,424","5,040","12,151","11,757","10,538","8,683","8,937","6,331","4,896","3,409","3,951","3,881","4,190","4,341","2,678"
"751","[P]","    ELAANA.COM","6,494","6,523","5,670","5,541","3,455","1,990","1,873","2,655","2,865","3,422","3,347","3,099","3,400","2,768","2,618"
"752","[P]","    spreadshirt","1,832","1,579","1,388","1,901","1,980","1,649","1,871","1,852","2,570","2,386","2,443","2,496","2,050","2,230","2,479"
"753","[P]","    TORRENTPORTAL.COM","3,397","3,459","2,874","2,934","3,049","2,629","2,404","2,669","3,108","2,991","3,478","3,032","2,637","2,848","2,468"
"754","[P](u)","    Hallmark","3,136","3,018","4,290","5,289","2,945","3,586","2,604","2,441","2,428","2,286","2,106","2,138","2,563","1,816","2,401"
"755","[P]","    WEBHATTI.COM","2,751","2,983","2,831","2,883","2,990","2,723","3,268","3,116","3,382","2,840","2,708","2,754","2,574","2,652","2,391"
"756","[P]","    SPB.RU","2,415","2,234","2,291","2,093","2,183","2,008","2,062","2,170","2,379","2,137","1,904","2,038","2,162","2,328","2,388"
"757","[P]","    Earthlink","2,901","2,653","2,798","2,425","2,470","2,294","2,244","2,133","2,398","2,054","2,189","2,448","2,376","2,717","2,385"
"758","[P]","    WANMEI.COM","3,381","4,513","4,687","6,719","5,122","3,226","4,656","6,597","4,431","3,483","1,871","2,429","5,330","4,273","2,373"
"759","[P]","    Clearspring Technologies","1,975","1,876","1,966","2,012","1,912","2,346","2,789","2,210","2,245","2,163","2,207","2,159","2,378","2,560","2,358"
"760","[P]","    USEN Group","1,812","1,798","1,822","1,852","1,809","1,582","1,615","1,624","1,752","1,553","1,882","2,030","2,135","2,165","2,329"
"761","[P]","    SPLINDER.COM","2,951","2,986","3,038","2,603","2,749","2,335","2,076","1,945","2,265","2,448","2,191","2,211","2,490","2,736","2,320"
"762","[P]","    PHOTOFUNIA.COM","4,028","3,984","3,409","3,820","3,809","3,213","3,095","2,961","3,102","2,705","2,770","2,597","2,337","2,327","2,280"
"763","[P](u)","    Atrinsic, Inc.","4,489","4,376","4,722","5,123","5,160","4,053","3,758","2,961","2,550","2,279","2,267","2,340","2,436","2,447","2,271"
"764","[P]","    KUWAITUP.COM","4,716","3,945","3,559","3,456","3,185","2,903","3,111","3,128","3,149","2,120","2,798","3,150","3,170","2,764","2,217"
"765","[P]","    GGL Media","3,675","3,405","3,380","3,145","3,210","2,899","2,867","2,835","2,773","2,759","2,810","2,532","2,385","2,536","2,214"
"766","[P]","    JEDDAHBIKERS.COM","5,570","4,924","4,407","4,456","5,030","4,213","4,032","3,688","4,157","3,729","3,356","3,306","2,713","2,207","2,193"
"767","[P]","    REGNOW.COM","2,540","2,310","2,109","2,289","2,618","2,264","2,252","2,277","2,370","2,397","2,333","2,265","2,061","2,145","2,188"
"768","[P]","    Bokee Sites","3,686","2,721","3,109","2,651","2,352","1,993","2,311","2,029","2,338","2,081","2,183","1,504","1,867","2,368","2,186"
"769","[P]","    XANGA.COM","3,295","3,163","3,103","2,811","2,510","2,330","2,324","2,086","2,040","2,073","2,182","1,993","2,117","2,255","2,122"
"770","[P]","    PBASE.COM","2,788","3,103","2,803","2,431","2,709","2,682","2,654","2,321","2,362","2,260","2,322","2,363","2,279","2,182","2,090"
"771","[P]","    COOLCHASER.COM","3,975","3,554","3,152","2,928","2,270","1,816","1,793","1,735","1,861","1,943","1,904","2,028","1,927","2,269","2,088"
"772","[P]","    COOLS4U.COM","2,898","3,305","2,788","2,251","2,450","2,128","2,175","1,998","1,807","1,815","1,710","1,494","1,614","1,703","2,063"
"773","[P]","    SEDO Sites","6,987","6,788","9,638","8,329","7,347","6,382","8,472","5,808","7,076","6,420","5,983","6,302","6,455","3,155","2,033"
"774","[P]","    MEXAT.COM","4,278","3,445","3,325","3,028","1,496","1,284","2,274","1,820","2,014","2,123","1,932","2,094","1,898","1,989","2,012"
"775","[P]","    BUECHER.DE","1,919","2,036","2,772","2,538","2,014","1,898","1,691","1,380","1,534","1,549","1,418","1,517","1,625","1,862","1,924"
"776","[P]","    SeaRainbow Holding Corp","2,946","2,236","2,522","2,466","2,661","2,574","2,883","2,622","2,308","2,721","2,513","2,257","2,361","1,895","1,900"
"777","[P]","    SHERV.NET","6,937","6,996","5,763","4,987","4,584","3,625","3,790","3,453","3,149","2,739","2,418","2,223","1,971","2,037","1,837"
"778","[P]","    GoNamic GmbH","3,644","4,295","5,312","5,478","5,579","4,536","3,563","1,965","1,627","1,637","1,640","1,518","1,750","1,843","1,836"
"779","[P]","    Bravenet Web Services","2,584","2,858","2,712","2,808","2,915","1,884","1,889","1,844","2,445","1,725","1,712","1,765","1,799","1,953","1,741"
"780","[P](u)","    GN Multicultural (Evolve Media Corp.)","4,336","4,653","2,072","2,232","2,158","1,704","1,745","1,523","1,658","1,852","1,518","1,749","1,658","1,980","1,720"
"781","[P]","    mIRC","2,882","2,980","2,712","2,560","2,530","2,302","2,291","2,131","2,075","1,911","1,955","1,854","1,905","1,979","1,715"
"782","[P]","    Slide Sites","4,872","3,916","4,119","4,665","4,891","3,705","3,013","2,642","2,420","2,499","2,491","2,447","2,094","2,169","1,697"
"783","[P]","    DIVSHARE.COM","4,727","3,987","2,813","2,149","2,316","1,909","1,964","1,562","1,626","1,548","1,372","1,612","1,464","1,386","1,640"
"784","[P]","    ABOUTUS.ORG","1,534","1,501","1,578","1,397","1,681","1,488","1,335","1,397","1,390","1,349","1,594","1,620","1,857","1,626","1,508"
"785","[P]","    Ganz","1,610","1,616","1,834","2,223","1,792","1,506","1,500","1,351","1,188","1,548","1,579","1,518","1,185","1,299","1,493"
"786","[P]","    H&R Block","802","733","925","1,995","8,822","12,417","5,878","4,587","724","663","706","730","747","1,127","1,271"
"787","[P]","    ArticlesBase.com Sites","9,978","10,459","1,684","1,220","1,411","1,440","1,756","1,390","1,767","1,469","1,350","1,336","1,200","1,226","1,262"
"788","[P]","    Pangea Media","1,781","2,074","1,997","1,753","1,752","1,090","900","925","1,170","1,475","1,547","1,006","851","1,130","1,250"
"789","[P]","    6ARAB.COM","2,238","2,328","2,283","2,055","2,185","1,913","1,824","1,739","1,628","1,381","1,571","856","1,413","1,351","1,247"
"790","[P]","    OWNSKIN.COM","2,518","2,209","2,045","1,986","2,000","1,640","1,523","1,440","1,479","1,270","1,201","1,496","1,240","1,280","1,211"
"791","[P]","    POMOHO.COM","8,410","8,407","8,098","7,695","11,943","10,466","11,236","10,602","10,816","5,191","1,538","1,477","1,722","1,746","1,156"
"792","[P]","    QVOD.COM","2,090","6,311","1,348","1,116","2,322","5,090","5,700","5,871","3,221","1,204","1,533","1,299","1,211","1,729","1,140"
"793","[P]","    51MOLE.COM","3,241","2,465","1,728","1,536","2,142","2,337","1,171","2,085","2,439","2,808","2,771","2,881","1,860","2,011","1,065"
"794","[P]","    LIMEWIRE.COM","17,788","20,594","13,586","7,129","4,772","2,913","2,537","2,012","1,369","1,342","1,187","1,050","958","1,047","973"
"795","[P]","    FANBOX.COM","4,975","5,471","6,739","4,840","6,627","4,818","3,526","2,819","2,298","1,600","2,708","2,710","1,984","1,714","914"
"796","[P]","    Imaginova Network","672","766","772","649","809","611","613","598","664","564","459","518","876","927","858"
"797","[P]","    PlasmaNet Sites","1,100","976","845","707","941","1,051","967","863","1,255","1,144","589","492","491","702","857"
"798","[P]","    TIMNHANH.COM","623","677","599","649","511","515","628","435","466","441","394","754","802","853","837"
"799","[P]","    DOWNLOAD3000.COM","3,362","3,474","3,194","3,165","3,357","2,573","2,594","1,889","1,486","1,359","1,214","1,071","897","819","820"
"800","[P]","    BLOGGUM.COM","1,908","2,008","1,979","1,748","1,189","1,050","1,086","1,026","1,026","751","654","606","619","765","762"
"801","[P]","    WARESEEKER.COM","2,252","3,434","6,159","5,354","6,065","5,399","2,669","875","813","878","823","932","1,040","1,012","739"
"802","[P]","    Freechal INC.","5,578","4,842","4,215","4,343","4,305","3,275","2,752","2,025","1,910","1,737","1,271","753","722","926","729"
"803","[P]","    TOPSHAREWARE.COM","9,486","10,194","9,253","9,052","9,516","7,937","7,943","6,463","5,647","5,314","3,182","792","715","774","710"
"804","[P]","    NAMIPAN.COM","2,067","2,713","1,556","1,162","1,076","814","2,460","787","713","884","720","824","1,138","895","682"
"805","[P]","    Eutelia","915","843","936","798","818","705","667","661","702","670","697","601","695","670","681"
"806","[P]","    KINO.TO","8,160","8,271","8,528","8,750","8,819","8,067","8,388","8,661","9,315","7,219","2,305","1,423","831","922","673"
"807","[P]","    EVERSAVE.COM","3,149","3,656","3,104","2,357","545","458","198","193","303","291","322","285","262","501","672"
"808","[P]","    FRIENDSTER.COM","6,927","6,477","6,134","5,358","5,110","4,467","4,435","4,035","4,297","4,090","1,703","938","782","576","572"
"809","[P]","    ZVue Networks","340","327","373","444","339","320","277","259","231","280","263","250","199","250","545"
"810","[P]","    Veoh (App)","1,130","1,010","1,121","1,099","999","877","815","776","781","661","649","563","568","573","485"
"811","[P]","    YE-SOFT.NET","18","1,652","2,551","2,000","1,624","1,572","1,888","1,437","760","350","383","410","635","537","461"
"812","[P]","    Oversee.net Network","882","617","456","1,124","2,530","675","421","257","303","441","380","441","411","468","457"
"813","[P]","    IMAGEVENUE.COM","1,011","679","648","716","639","561","650","566","1,572","1,152","380","706","489","590","420"
"814","[P]","    8D.CN","272","216","196","137","52","72","60","47","118","178","58","108","82","394","380"
"815","[P]","    NewIPs","695","753","849","666","722","721","714","628","530","504","433","338","286","393","371"
"816","[P]","    TaxACT","232","240","229","485","5,247","6,388","2,847","3,355","415","312","221","321","337","371","328"
"817","[P]","    PYZAM.COM","855","900","616","525","523","419","491","309","325","327","373","327","281","399","327"
"818","[P]","    QQ163.COM","2,995","2,628","2,898","3,048","1,063","769","898","601","877","974","634","577","363","392","320"
"819","[P]","    MYHOTCOMMENTS.COM","1,161","1,247","752","674","532","388","432","301","316","290","297","256","301","341","292"
"820","[P]","    OPENV.COM*","4,965","444","312","169","114","173","134","668","979","663","493","958","103","199","269"
"821","[P]","    EASY-SHARE.COM","6,719","6,701","6,433","5,887","6,184","5,223","5,536","5,144","5,711","6,063","6,181","6,207","6,512","4,169","252"
"822","[P]","    DUOTEGAME.COM","1,551","1,657","1,216","1,441","1,371","1,308","936","218","361","308","520","410","177","267","248"
"823","[P]","    COOLSAVINGS.COM","847","248","186","151","170","146","529","569","747","732","832","871","820","359","242"
"824","[P]","    TAGSTORY.COM","440","418","372","508","255","197","192","246","272","163","308","228","473","484","213"
"825","[P]","    STARTIMES2.COM","232","241","288","250","230","190","176","255","200","138","133","142","138","143","203"
"826","[P]","    ALTOOLS.COM","100","159","206","136","302","182","256","195","278","186","173","205","292","226","188"
"827","[P]","    Connexus","684","648","588","467","455","400","334","290","299","294","251","263","288","159","168"
"828","[P]","    TORRENTZ.COM","26,834","28,352","27,318","20,096","48","50","36","56","56","60","64","86","113","181","149"
"829","[P]","    OSCAR.COM","83","68","70","121","512","2,088","623","39","68","29","82","78","64","30","74"
"830","[P]","    iEUROP Sites","6,433","6,385","5,953","4,742","4,889","3,971","3,520","2,505","2,821","1,964","1,361","882","470","40","72"
"831","[P]","    Mio.tv Network","903","966","812","798","741","394","244","76","69","58","101","68","80","94","71"
"832","[P]","    STARTVG.COM","434","368","368","574","640","519","379","341","277","285","164","181","123","93","69"
"833","[P]","    KEENFINDER.COM","209","231","258","183","143","151","103","112","121","73","65","50","81","58","39"
"834","[P]","    OZQ8.COM","N/A","N/A","140","142","118","115","109","94","87","91","51","1","18","43","29"
"835","[P]","    LOCALBILLING.COM","4,775","3,695","2,767","87","9","11","13","8","9","19","23","14","16","19","15"
"836","[P]","    imeem","7","4","10","6","3","1","2","0","0","2","6","3","7","3","5"
"837","[P]","    6RBTOP.COM","3,660","3,835","3,388","2,741","2,557","2,107","24","27","2","4","17","5","N/A","1","4"
"838","[P]","    TORRENTS.RU","3","10","N/A","0","1","6","4","N/A","N/A","3","5","5","4","5","4"
"839","[P]","    WOYO.COM","67","243","24","976","2,896","4,294","8,460","12,544","6,628","1,946","76","98","1,388","98","3"
"840","[P]","    IT&IS Siglo XXI","7,870","7,986","7,937","8,386","7,652","7,225","7,141","6,627","2","N/A","3","N/A","1","N/A","1"
"841","[P]","    GAMEBTO.COM","66","83","82","8","N/A","1","0","1","23","82","98","N/A","0","N/A","N/A"
"842","[P]","    BBVOD.NET","1,430","1,302","2,341","1,643","834","1,067","321","16","0","51","N/A","2","1","97","N/A"
"843","[P]","    Mapsolute","4,228","4,251","3,735","3,251","3,761","3,281","3,483","3,324","3,689","3,811","3,818","3,612","2,469","N/A","N/A"
"844","[P]","    PConline.cn Sites","35,326","33,203","30,111","28,737","29,373","27,530","31,210","27,240","31,331","34,406","35,857","N/A","N/A","N/A","N/A"
"845","[P]","    Stage6 by DivX","13,195","8,722","13,752","8,710","8,252","6,468","7,028","11,452","N/A","N/A","1","1","N/A","N/A","N/A"
"846","[P]","    CCLEANER.COM","N/A","30","2","1","1","N/A","0","N/A","N/A","1","6","0","0","N/A","N/A"
"847","[P]","    Sonic Solutions","4,881","4,789","4,619","3,522","3,511","2,979","3,217","2,841","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"848","[P]","    eBuddy Sites","1","1","2","1","30","0","0","1","1","1","0","1","1","0","N/A"
"","Media Metrix 2.0 Legend","","","","","",""
"","[P]         Property","","","","","",""
"","[M]         Media Title","","","","","",""
"","[C]         Channel","","","","","",""
"","[S]         Subchannel","","","","","",""
"","[G]         Group","","","","","",""
"","[SG]         Subgroup","","","","","",""
"","[E]         Custom Entity","","","","","",""
"","[N]         Ad Network","","","","","",""
"","[A#]         Alternate Rollup","","","","","",""
"","[X1]         Extended Network","","","","","",""
"","(U)         Fully Unified - Used to identify entities that are measured and reported completely based on Panel-Centric Unified (Panel + Census) measurement.","","","","","",""
"","(u)         Partially Unified - Used to identify entities with at least one child entity that is Fully Unified, but not all.","","","","","",""
"","w/History         Trend combines media previously reported under different parent and/or different level.","","","","","",""
"","*         Indicates that the entity has assigned traffic to certain pages in the domain to other entities","","","","","",""
"","**         Indicates that the entity is an advertising network.","","","","","",""
"","(v)         Indicates that the advertising network has been verified by comScore.","","","","","",""
"","...         Indicates data used fell below minimum reporting standards and/or data not available.","","","","","",""
"","N/A         Indicates data is not available in the data set for reporting for the specified time period.","","","","","",""
"","#         Caution - small base may result in unstable projection.","","","","","",""
"","##         Directional purposes only - base too unstable for reliable projection.","","","","","",""
""," ","","","","","",""
"","Details on minimum reporting standards are located at: http://mymetrix.comscore.com/mmx/definitions_minreportingstandards.asp","","","","","",""
"","","","","","","",""
"","
comScore made an update to Worldwide population estimate. Please refer to http://mymetrix.comscore.com/app/ExtendedMMXUniversalFootNote.aspx for more information.","","","","","",""

