"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2011 comScore, Inc"
"","","","Time Period :: August 2010 - October 2011","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2011","","","","","",""

"","","","Aug-2010","Sep-2010","Oct-2010","Nov-2010","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011"
"852","[M]","    TURKCELL.COM.TR (w/ history)","2,316","2,732","2,427","2,627","2,370","2,701","2,466","2,760","2,511","2,715","2,785","3,091","3,243","2,620","2,935"
"853","[P]","    Meebo Messenger IM","6,883","6,838","5,873","5,163","6,479","4,725","4,035","3,799","3,576","3,513","3,602","3,082","3,124","2,986","2,923"
"854","[P]","    TORRENTPORTAL.COM","3,316","3,397","3,459","2,874","2,934","3,049","2,629","2,404","2,669","3,108","2,991","3,478","3,032","2,637","2,848"
"855","[P]","    265.COM","3,601","3,284","3,327","3,421","3,038","2,774","2,886","2,892","2,362","2,596","3,159","2,679","2,770","2,430","2,838"
"856","[M](u)","    GAMERSHELL.COM","4,007","3,718","3,617","3,061","3,088","3,362","2,952","3,121","2,862","2,989","3,166","3,062","2,904","2,651","2,830"
"857","[P]","    GRAAAM.COM","5,480","4,927","4,850","4,202","4,106","4,172","3,282","3,523","2,996","2,926","2,961","2,721","2,601","2,765","2,827"
"858","[P]","    TOGGLE.COM","4,187","4,199","5,465","4,982","4,583","4,887","4,314","4,063","3,247","3,435","3,205","3,027","2,976","2,899","2,798"
"859","[P]","    ELAANA.COM","6,131","6,494","6,523","5,670","5,541","3,455","1,990","1,873","2,655","2,865","3,422","3,347","3,099","3,400","2,768"
"860","[P]","    KUWAITUP.COM","4,072","4,716","3,945","3,559","3,456","3,185","2,903","3,111","3,128","3,149","2,120","2,798","3,150","3,170","2,764"
"861","[P]","    SPLINDER.COM","2,531","2,951","2,986","3,038","2,603","2,749","2,335","2,076","1,945","2,265","2,448","2,191","2,211","2,490","2,736"
"862","[P]","    Earthlink","2,935","2,901","2,653","2,798","2,425","2,470","2,294","2,244","2,133","2,398","2,054","2,189","2,448","2,376","2,717"
"863","[P]","    JMnet (JoongAng Media Network)","13,938","13,936","12,309","9,418","8,943","7,047","5,554","6,775","5,985","6,048","3,514","4,584","5,006","2,476","2,665"
"864","[P]","    WEBHATTI.COM","2,777","2,751","2,983","2,831","2,883","2,990","2,723","3,268","3,116","3,382","2,840","2,708","2,754","2,574","2,652"
"865","[P]","    Pepsi Co.","4,068","3,544","4,256","3,563","3,464","3,576","2,510","2,801","2,486","3,470","3,191","3,320","3,185","3,283","2,613"
"866","[M]","    GAMES2WIN.COM","3,516","2,741","2,608","2,632","2,685","2,639","2,412","2,600","2,457","2,631","2,831","3,054","3,066","2,484","2,573"
"867","[P]","    Clearspring Technologies","2,135","1,975","1,876","1,966","2,012","1,912","2,346","2,789","2,210","2,245","2,163","2,207","2,159","2,378","2,560"
"868","[P]","    GGL Media","3,996","3,675","3,405","3,380","3,145","3,210","2,899","2,867","2,835","2,773","2,759","2,810","2,532","2,385","2,536"
"869","[M]","    FRESHEYE.COM (w/ history)","5,417","5,255","4,719","4,551","2,811","3,094","2,561","4,034","2,725","2,854","2,455","2,466","2,411","2,522","2,486"
"870","[P]","    HONGXIU.COM","2,703","2,347","2,238","2,076","1,661","2,097","2,087","2,491","2,203","2,727","3,004","2,603","2,997","2,650","2,484"
"871","[P](u)","    Atrinsic, Inc.","5,593","4,489","4,376","4,722","5,123","5,160","4,053","3,758","2,961","2,550","2,279","2,267","2,340","2,436","2,447"
"872","[P]","    ORBITDOWNLOADER.COM","10,215","10,293","10,624","10,131","10,252","10,448","10,067","10,314","10,192","10,427","9,841","9,738","10,285","10,926","2,436"
"873","[P]","    Bokee Sites","4,227","3,686","2,721","3,109","2,651","2,352","1,993","2,311","2,029","2,338","2,081","2,183","1,504","1,867","2,368"
"874","[P]","    SPB.RU","2,506","2,415","2,234","2,291","2,093","2,183","2,008","2,062","2,170","2,379","2,137","1,904","2,038","2,162","2,328"
"875","[P]","    PHOTOFUNIA.COM","4,216","4,028","3,984","3,409","3,820","3,809","3,213","3,095","2,961","3,102","2,705","2,770","2,597","2,337","2,327"
"876","[P]","    COOLCHASER.COM","3,847","3,975","3,554","3,152","2,928","2,270","1,816","1,793","1,735","1,861","1,943","1,904","2,028","1,927","2,269"
"877","[P]","    XANGA.COM","3,335","3,295","3,163","3,103","2,811","2,510","2,330","2,324","2,086","2,040","2,073","2,182","1,993","2,117","2,255"
"878","[M](u)","    MP3LYRICS.ORG","4,976","5,039","5,207","5,092","4,527","4,464","3,755","3,826","3,758","3,852","3,488","3,025","2,946","2,684","2,239"
"879","[P]","    spreadshirt","1,949","1,832","1,579","1,388","1,901","1,980","1,649","1,871","1,852","2,570","2,386","2,443","2,496","2,050","2,230"
"880","[P]","    JEDDAHBIKERS.COM","7,830","5,570","4,924","4,407","4,456","5,030","4,213","4,032","3,688","4,157","3,729","3,356","3,306","2,713","2,207"
"881","[P]","    PBASE.COM","2,690","2,788","3,103","2,803","2,431","2,709","2,682","2,654","2,321","2,362","2,260","2,322","2,363","2,279","2,182"
"882","[P]","    Slide Sites","5,964","4,872","3,916","4,119","4,665","4,891","3,705","3,013","2,642","2,420","2,499","2,491","2,447","2,094","2,169"
"883","[P]","    USEN Group","1,751","1,812","1,798","1,822","1,852","1,809","1,582","1,615","1,624","1,752","1,553","1,882","2,030","2,135","2,165"
"884","[P]","    REGNOW.COM","3,104","2,540","2,310","2,109","2,289","2,618","2,264","2,252","2,277","2,370","2,397","2,333","2,265","2,061","2,145"
"885","[M]","    MYLIVEPAGE.COM","2,944","3,163","3,195","3,075","3,074","3,084","2,577","2,454","2,009","2,152","1,806","1,854","1,685","2,004","2,138"
"886","[M]","    USSEARCH.COM","2,183","2,640","2,270","1,869","2,089","2,226","2,088","1,865","2,161","2,068","2,143","2,385","2,423","2,467","2,126"
"887","[P]","    SHERV.NET","7,770","6,937","6,996","5,763","4,987","4,584","3,625","3,790","3,453","3,149","2,739","2,418","2,223","1,971","2,037"
"888","[P]","    51MOLE.COM","5,698","3,241","2,465","1,728","1,536","2,142","2,337","1,171","2,085","2,439","2,808","2,771","2,881","1,860","2,011"
"889","[P]","    MEXAT.COM","4,396","4,278","3,445","3,325","3,028","1,496","1,284","2,274","1,820","2,014","2,123","1,932","2,094","1,898","1,989"
"890","[P](u)","    GN Multicultural (Evolve Media Corp.)","3,642","4,336","4,653","2,072","2,232","2,158","1,704","1,745","1,523","1,658","1,852","1,518","1,749","1,658","1,980"
"891","[P]","    mIRC","2,938","2,882","2,980","2,712","2,560","2,530","2,302","2,291","2,131","2,075","1,911","1,955","1,854","1,905","1,979"
"892","[P]","    Bravenet Web Services","2,613","2,584","2,858","2,712","2,808","2,915","1,884","1,889","1,844","2,445","1,725","1,712","1,765","1,799","1,953"
"893","[P]","    SeaRainbow Holding Corp","2,974","2,946","2,236","2,522","2,466","2,661","2,574","2,883","2,622","2,308","2,721","2,513","2,257","2,361","1,895"
"894","[P]","    BUECHER.DE","1,863","1,919","2,036","2,772","2,538","2,014","1,898","1,691","1,380","1,534","1,549","1,418","1,517","1,625","1,862"
"895","[P]","    GoNamic GmbH","4,479","3,644","4,295","5,312","5,478","5,579","4,536","3,563","1,965","1,627","1,637","1,640","1,518","1,750","1,843"
"896","[P]","    Oberon Media, Inc","5,144","4,630","4,225","4,003","3,856","4,088","3,364","3,109","2,657","2,471","2,396","2,491","2,240","1,901","1,838"
"897","[P]","    Hallmark","2,976","3,136","3,018","4,290","5,289","2,945","3,586","2,604","2,441","2,428","2,286","2,106","2,138","2,563","1,816"
"898","[P]","    POMOHO.COM","8,709","8,410","8,407","8,098","7,695","11,943","10,466","11,236","10,602","10,816","5,191","1,538","1,477","1,722","1,746"
"899","[P]","    QVOD.COM","3,475","2,090","6,311","1,348","1,116","2,322","5,090","5,700","5,871","3,221","1,204","1,533","1,299","1,211","1,729"
"900","[P]","    FANBOX.COM","5,012","4,975","5,471","6,739","4,840","6,627","4,818","3,526","2,819","2,298","1,600","2,708","2,710","1,984","1,714"
"901","[P]","    COOLS4U.COM","2,971","2,898","3,305","2,788","2,251","2,450","2,128","2,175","1,998","1,807","1,815","1,710","1,494","1,614","1,703"
"902","[P]","    ABOUTUS.ORG","1,568","1,534","1,501","1,578","1,397","1,681","1,488","1,335","1,397","1,390","1,349","1,594","1,620","1,857","1,626"
"903","[P]","    DIVSHARE.COM","5,047","4,727","3,987","2,813","2,149","2,316","1,909","1,964","1,562","1,626","1,548","1,372","1,612","1,464","1,386"
"904","[P]","    6ARAB.COM","1,845","2,238","2,328","2,283","2,055","2,185","1,913","1,824","1,739","1,628","1,381","1,571","856","1,413","1,351"
"905","[P]","    Ganz","1,929","1,610","1,616","1,834","2,223","1,792","1,506","1,500","1,351","1,188","1,548","1,579","1,518","1,185","1,299"
"906","[P]","    OWNSKIN.COM","2,368","2,518","2,209","2,045","1,986","2,000","1,640","1,523","1,440","1,479","1,270","1,201","1,496","1,240","1,280"
"907","[P]","    ArticlesBase.com Sites","9,636","9,978","10,459","1,684","1,220","1,411","1,440","1,756","1,390","1,767","1,469","1,350","1,336","1,200","1,226"
"908","[M]","    PICZO.COM","3,183","2,859","2,585","2,271","2,147","2,182","1,840","1,841","1,499","1,238","1,435","1,317","1,428","1,094","1,178"
"909","[P]","    Pangea Media","2,400","1,781","2,074","1,997","1,753","1,752","1,090","900","925","1,170","1,475","1,547","1,006","851","1,130"
"910","[P]","    H&R Block","779","802","733","925","1,995","8,822","12,417","5,878","4,587","724","663","706","730","747","1,127"
"911","[M]","    PROFLOWERS.COM (w/ history)","870","906","878","1,068","2,373","1,147","5,318","942","2,118","4,704","852","501","864","818","1,098"
"912","[M]","    BAAMBOO.COM (w/ history)","1,747","1,625","1,540","1,502","1,755","1,767","1,678","1,655","1,707","1,820","1,655","1,285","2,004","1,115","1,061"
"913","[P]","    LIMEWIRE.COM","20,805","17,788","20,594","13,586","7,129","4,772","2,913","2,537","2,012","1,369","1,342","1,187","1,050","958","1,047"
"914","[P]","    WARESEEKER.COM","2,366","2,252","3,434","6,159","5,354","6,065","5,399","2,669","875","813","878","823","932","1,040","1,012"
"915","[P]","    Imaginova Network","542","672","766","772","649","809","611","613","598","664","564","459","518","876","927"
"916","[P]","    Freechal INC.","4,537","5,578","4,842","4,215","4,343","4,305","3,275","2,752","2,025","1,910","1,737","1,271","753","722","926"
"917","[P]","    KINO.TO","8,704","8,160","8,271","8,528","8,750","8,819","8,067","8,388","8,661","9,315","7,219","2,305","1,423","831","922"
"918","[P]","    NAMIPAN.COM","2,153","2,067","2,713","1,556","1,162","1,076","814","2,460","787","713","884","720","824","1,138","895"
"919","[P]","    TIMNHANH.COM","692","623","677","599","649","511","515","628","435","466","441","394","754","802","853"
"920","[P]","    DOWNLOAD3000.COM","3,369","3,362","3,474","3,194","3,165","3,357","2,573","2,594","1,889","1,486","1,359","1,214","1,071","897","819"
"921","[P]","    TOPSHAREWARE.COM","9,935","9,486","10,194","9,253","9,052","9,516","7,937","7,943","6,463","5,647","5,314","3,182","792","715","774"
"922","[P]","    BLOGGUM.COM","1,793","1,908","2,008","1,979","1,748","1,189","1,050","1,086","1,026","1,026","751","654","606","619","765"
"923","[P]","    PlasmaNet Sites","1,187","1,100","976","845","707","941","1,051","967","863","1,255","1,144","589","492","491","702"
"924","[P]","    Eutelia","721","915","843","936","798","818","705","667","661","702","670","697","601","695","670"
"925","[P]","    IMAGEVENUE.COM","704","1,011","679","648","716","639","561","650","566","1,572","1,152","380","706","489","590"
"926","[P]","    FRIENDSTER.COM","7,467","6,927","6,477","6,134","5,358","5,110","4,467","4,435","4,035","4,297","4,090","1,703","938","782","576"
"927","[P]","    Veoh (App)","1,348","1,130","1,010","1,121","1,099","999","877","815","776","781","661","649","563","568","573"
"928","[P]","    YE-SOFT.NET","11","18","1,652","2,551","2,000","1,624","1,572","1,888","1,437","760","350","383","410","635","537"
"929","[P]","    EVERSAVE.COM","3,510","3,149","3,656","3,104","2,357","545","458","198","193","303","291","322","285","262","501"
"930","[P]","    TAGSTORY.COM","380","440","418","372","508","255","197","192","246","272","163","308","228","473","484"
"931","[P]","    Oversee.net Network","1,058","882","617","456","1,124","2,530","675","421","257","303","441","380","441","411","468"
"932","[P]","    PYZAM.COM","897","855","900","616","525","523","419","491","309","325","327","373","327","281","399"
"933","[P]","    8D.CN","146","272","216","196","137","52","72","60","47","118","178","58","108","82","394"
"934","[P]","    NewIPs","716","695","753","849","666","722","721","714","628","530","504","433","338","286","393"
"935","[P]","    QQ163.COM","3,359","2,995","2,628","2,898","3,048","1,063","769","898","601","877","974","634","577","363","392"
"936","[P]","    TaxACT","372","232","240","229","485","5,247","6,388","2,847","3,355","415","312","221","321","337","371"
"937","[P]","    COOLSAVINGS.COM","1,120","847","248","186","151","170","146","529","569","747","732","832","871","820","359"
"938","[P]","    MYHOTCOMMENTS.COM","1,467","1,161","1,247","752","674","532","388","432","301","316","290","297","256","301","341"
"939","[P]","    DUOTEGAME.COM","2,297","1,551","1,657","1,216","1,441","1,371","1,308","936","218","361","308","520","410","177","267"
"940","[P]","    ZVue Networks","368","340","327","373","444","339","320","277","259","231","280","263","250","199","250"
"941","[P]","    ALTOOLS.COM","128","100","159","206","136","302","182","256","195","278","186","173","205","292","226"
"942","[P]","    OPENV.COM*","7,367","4,965","444","312","169","114","173","134","668","979","663","493","958","103","199"
"943","[P]","    TORRENTZ.COM","25,410","26,834","28,352","27,318","20,096","48","50","36","56","56","60","64","86","113","181"
"944","[P]","    Connexus","903","684","648","588","467","455","400","334","290","299","294","251","263","288","159"
"945","[P]","    STARTIMES2.COM","298","232","241","288","250","230","190","176","255","200","138","133","142","138","143"
"946","[P]","    Mio.tv Network","961","903","966","812","798","741","394","244","76","69","58","101","68","80","94"
"947","[P]","    STARTVG.COM","477","434","368","368","574","640","519","379","341","277","285","164","181","123","93"
"948","[M]","    Neuf Cegetel","106","96","130","103","46","64","75","88","99","55","51","80","90","212","83"
"949","[M]","    MIXX.COM","1,043","1,028","1,094","1,086","1,068","1,090","946","1,044","632","36","34","82","104","61","72"
"950","[P]","    KEENFINDER.COM","290","209","231","258","183","143","151","103","112","121","73","65","50","81","58"
"951","[P]","    OZQ8.COM","431","N/A","N/A","140","142","118","115","109","94","87","91","51","1","18","43"
"952","[P]","    iEUROP Sites","6,267","6,433","6,385","5,953","4,742","4,889","3,971","3,520","2,505","2,821","1,964","1,361","882","470","40"
"953","[P]","    OSCAR.COM","160","83","68","70","121","512","2,088","623","39","68","29","82","78","64","30"
"","Media Metrix 2.0 Legend","","","","","",""
"","[P]         Property","","","","","",""
"","[M]         Media Title","","","","","",""
"","[C]         Channel","","","","","",""
"","[S]         Subchannel","","","","","",""
"","[G]         Group","","","","","",""
"","[SG]         Subgroup","","","","","",""
"","[E]         Custom Entity","","","","","",""
"","[N]         Ad Network","","","","","",""
"","[A#]         Alternate Rollup","","","","","",""
"","[X1]         Extended Network","","","","","",""
"","(U)         Fully Unified - Used to identify entities that are measured and reported completely based on Panel-Centric Unified (Panel + Census) measurement.","","","","","",""
"","(u)         Partially Unified - Used to identify entities with at least one child entity that is Fully Unified, but not all.","","","","","",""
"","w/History         Trend combines media previously reported under different parent and/or different level.","","","","","",""
"","*         Indicates that the entity has assigned traffic to certain pages in the domain to other entities","","","","","",""
"","**         Indicates that the entity is an advertising network.","","","","","",""
"","(v)         Indicates that the advertising network has been verified by comScore.","","","","","",""
"","...         Indicates data used fell below minimum reporting standards and/or data not available.","","","","","",""
"","N/A         Indicates data is not available in the data set for reporting for the specified time period.","","","","","",""
"","#         Caution - small base may result in unstable projection.","","","","","",""
"","##         Directional purposes only - base too unstable for reliable projection.","","","","","",""
""," ","","","","","",""
"","Details on minimum reporting standards are located at: http://mymetrix.comscore.com/mmx/definitions_minreportingstandards.asp","","","","","",""
"","","","","","","",""
"","
comScore made an update to Worldwide population estimate. Please refer to http://mymetrix.comscore.com/app/ExtendedMMXUniversalFootNote.aspx for more information.","","","","","",""

