"MEDIA TREND REPORT","","","Geography : Worldwide","","","","","","MyMetrix"
"","","","Location : All Locations","","","","","","MediaMetrix 2.0"
"","","","Time Period : June 2008 - August 2009","","","","","","(c)2009 comScore, Inc"
"","","","Target : Total Audience",
"","","","Media : 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...",
"","","","Measures : Total Unique Visitors (000)",
"","","","Date : 9/29/2009",

"Items 1 to 1000","",""," Jun-2008"," Jul-2008"," Aug-2008"," Sep-2008"," Oct-2008"," Nov-2008"," Dec-2008"," Jan-2009"," Feb-2009"," Mar-2009"," Apr-2009"," May-2009"," Jun-2009"," Jul-2009"," Aug-2009",
"701","[P]","VATGIA.COM","N/A","1,804","2,521","2,788","3,338","4,020","5,864","5,879","6,995","7,201","7,632","7,260","7,073","6,739","6,314",
"702","[P]","Panasonic Group","6,749","7,966","7,278","7,079","6,581","7,600","7,864","7,968","6,895","6,855","6,213","6,184","6,967","6,623","6,314",
"703","[P]","Delta Airlines","5,092","4,922","4,635","4,430","4,084","6,547","7,378","7,220","6,815","7,155","7,158","6,796","6,585","7,201","6,314",
"704","[P]","KINO.TO","1,630","3,386","2,976","2,807","3,117","3,911","3,687","4,968","4,832","5,619","6,135","6,427","6,471","6,687","6,310",
"705","[P]","LIVESCORE.COM","5,021","2,713","4,618","5,495","6,404","7,033","5,885","5,690","6,906","7,945","8,385","7,943","4,250","3,257","6,289",
"706","[P]","MTHAI.COM","4,825","4,919","4,686","4,896","4,769","4,418","4,793","5,160","4,971","5,824","6,072","6,294","5,792","5,862","6,275",
"707","[P]","BMW","6,455","6,802","5,267","5,645","5,536","7,109","5,734","5,426","5,476","6,385","6,283","6,686","5,512","5,964","6,272",
"708","[P]","Tele2 Sites","4,963","4,778","5,078","5,850","5,768","4,960","5,253","5,648","6,115","6,326","5,431","5,318","5,169","6,023","6,272",
"709","[P]","Hilton Hotels","6,537","7,318","6,982","6,004","6,121","5,382","5,624","6,560","6,471","7,101","6,123","6,749","6,496","6,691","6,270",
"710","[P]","8684.CN","3,194","6,157","6,487","5,981","4,827","4,740","4,105","3,852","4,711","4,400","4,612","3,815","4,582","5,869","6,256",
"711","[P]","Trader Media Group","5,953","5,682","5,635","5,892","5,564","5,119","5,005","6,065","5,916","6,393","6,197","5,826","5,541","6,205","6,251",
"712","[P]","EVITE.COM","6,924","6,757","7,082","7,118","8,410","7,659","8,845","5,684","5,024","6,163","6,290","6,935","6,656","6,351","6,236",
"713","[P]","2SHARED.COM","1,748","1,916","1,905","1,775","1,858","2,117","2,939","2,800","4,682","5,429","5,168","5,373","5,519","6,473","6,234",
"714","[P]","WRZUTA.PL","6,892","8,597","8,241","7,809","7,392","7,323","7,201","6,940","6,356","6,342","6,099","5,480","6,065","6,106","6,232",
"715","[P]","InnoGames GmbH","N/A","N/A","N/A","5,912","6,474","6,453","7,029","7,961","8,594","9,270","8,001","6,654","7,264","6,201","6,227",
"716","[P]","Directv Sites","6,472","6,556","6,641","6,274","6,724","6,132","7,212","6,477","5,535","5,337","7,893","6,138","6,057","5,443","6,222",
"717","[P]","HMV","5,274","5,331","5,261","4,983","5,404","6,140","7,395","5,933","5,082","5,225","4,823","4,495","4,302","4,470","6,210",
"718","[P]","Healthgrades","N/A","N/A","N/A","2,850","6,040","5,364","5,115","6,207","6,164","6,447","6,266","6,283","5,849","6,102","6,198",
"719","[P]","Hutchison Whampoa","4,880","4,856","5,174","4,928","5,290","5,424","6,325","5,508","5,039","5,857","5,642","5,528","5,674","6,538","6,179",
"720","[P]","EasyGroup","5,921","6,282","6,202","5,703","5,715","4,911","4,547","6,686","6,419","6,730","6,390","5,843","6,044","6,655","6,173",
"721","[P]","MP3LYRICS.ORG","4,969","5,456","5,596","5,864","5,812","6,110","7,889","6,712","6,486","7,128","7,242","7,819","6,344","6,410","6,166",
"722","[P]","CRI Online Sites","2,872","3,263","5,470","5,130","4,177","3,644","4,861","5,683","4,508","4,412","3,968","2,800","3,877","5,235","6,153",
"723","[P]","Midasplayer.com Ltd.","6,050","6,137","6,259","5,731","5,662","6,352","5,453","6,236","6,043","6,692","7,225","6,607","6,655","6,576","6,149",
"724","[P]","PANDORA.COM","4,559","4,862","4,864","5,242","5,241","4,812","5,720","5,492","5,274","5,808","6,263","6,701","6,577","6,225","6,146",
"725","[P]","SONGS.PK","397","2,580","2,729","1,642","3,253","3,744","4,237","4,790","5,254","4,954","5,256","5,229","6,087","7,222","6,144",
"726","[P]","19LOU.COM","2,075","2,545","4,146","4,269","3,994","3,664","3,468","3,801","4,667","5,246","4,183","3,683","4,659","5,028","6,141",
"727","[P]","METEOFRANCE.COM","5,411","6,075","5,752","4,733","4,419","4,682","4,385","5,589","6,261","4,994","7,097","6,868","6,366","6,882","6,136",
"728","[P]","Cisco Systems, Inc.","4,065","4,794","4,703","4,698","5,767","5,137","5,694","6,105","5,636","6,131","6,286","6,432","7,050","7,271","6,123",
"729","[P]","British Telecommunications","6,818","6,636","6,446","6,369","6,163","5,941","6,025","6,798","6,427","6,583","5,648","6,086","5,670","6,072","6,116",
"730","[P]","UK.COM","6,283","6,139","5,416","5,837","5,620","5,574","5,292","6,889","5,686","6,611","6,741","6,713","5,912","6,782","6,091",
"731","[P]","DOWNLOAD3000.COM","3,139","2,979","3,254","3,007","3,094","3,289","4,460","5,633","6,057","7,519","6,592","6,457","6,342","6,382","6,089",
"732","[P]","CYBERLINK.COM","2,995","3,091","3,242","3,529","3,360","3,745","4,092","4,633","5,036","5,767","6,172","5,051","5,246","5,911","6,088",
"733","[P]","TBS Group","N/A","N/A","5,657","5,313","6,192","4,439","5,621","5,332","5,093","5,651","5,618","5,387","5,531","5,521","6,071",
"734","[P]","RAYFILE.COM","N/A","N/A","1,029","4,422","5,390","5,867","5,847","6,634","6,801","8,008","6,118","5,148","6,154","6,063","6,043",
"735","[P]","ARCHIVE.ORG","3,402","3,469","3,349","3,395","3,897","4,011","4,158","4,597","4,757","5,753","5,681","5,359","5,386","5,743","6,039",
"736","[P]","VIETNAMNET.VN","3,821","4,129","5,137","5,274","5,322","6,107","7,347","6,860","7,385","7,471","7,334","6,692","6,116","6,412","6,036",
"737","[P]","INFO.COM*","2,940","2,393","2,453","3,242","3,539","3,420","3,894","5,453","4,506","5,708","6,952","5,936","5,657","6,844","6,006",
"738","[P]","Channel4","6,162","5,859","5,582","5,026","5,098","4,562","4,489","6,089","6,043","6,481","6,837","6,403","5,882","6,460","5,999",
"739","[P]","NewIPs","13,656","12,168","9,416","9,161","8,723","7,921","8,078","8,288","8,218","8,659","8,632","7,481","6,851","6,454","5,987",
"740","[P]","KOOWO.COM","9,074","12,076","16,663","19,544","20,942","21,714","22,273","18,821","18,681","17,553","15,942","12,556","10,279","8,755","5,975",
"741","[P]","Walgreen Co.","5,758","5,881","6,190","5,438","6,257","6,740","8,484","6,191","5,975","5,869","6,325","6,399","5,897","5,822","5,973",
"742","[P]","Japan Post Group","4,984","5,109","5,066","5,584","5,592","6,306","9,572","9,532","6,752","7,024","6,681","6,404","6,449","6,501","5,973",
"743","[P]","Discover Financial Services","N/A","N/A","N/A","6,107","5,769","5,938","6,389","6,360","5,634","5,970","6,462","6,607","6,196","5,685","5,942",
"744","[P]","MANTA.COM","3,950","4,291","4,577","4,512","4,454","4,291","4,648","5,287","5,729","5,700","5,533","5,913","5,587","5,975","5,938",
"745","[P]","EVERSAVE.COM","5,968","7,715","7,696","6,903","7,447","9,141","7,034","6,666","5,654","5,198","4,973","4,215","4,536","4,129","5,931",
"746","[P]","Stateless Systems","2,701","3,072","3,438","3,315","3,357","4,837","5,875","4,621","4,629","5,023","5,167","5,263","5,198","5,757","5,921",
"747","[P]","PSICOFXP.COM","3,851","3,747","4,038","4,192","4,262","3,883","4,166","4,047","4,554","5,199","5,536","6,033","5,443","5,747","5,911",
"748","[P]","Altice","4,293","4,196","4,024","4,639","5,006","4,958","4,876","4,951","5,643","5,627","4,839","5,268","5,182","5,739","5,890",
"749","[P]","ABOUTUS.ORG","3,131","3,843","4,061","3,825","4,346","3,911","3,807","4,632","5,102","5,486","5,256","5,623","5,032","5,714","5,867",
"750","[P]","GARENA.COM","1,182","1,812","2,419","2,630","3,115","3,590","3,902","4,335","4,645","5,204","5,670","5,474","5,479","5,496","5,848",
"751","[P]","ELAANA.COM","1,529","1,802","2,248","1,964","2,263","2,071","1,984","2,067","6,407","6,586","6,909","6,248","5,610","6,098","5,842",
"752","[P]","Telstra Corporation Limited","6,163","6,028","6,185","5,883","6,024","5,998","5,658","5,722","5,768","6,356","6,362","5,861","5,583","5,676","5,833",
"753","[P]","CBS.CO.KR","1,409","1,111","1,413","1,909","1,239","1,419","1,095","3,648","5,134","6,126","5,582","5,542","6,314","5,798","5,827",
"754","[P]","Intel","4,741","5,011","4,766","9,786","7,905","6,543","8,451","6,136","4,486","5,681","5,318","5,357","6,523","5,598","5,814",
"755","[P]","Deutsche Bahn","6,932","7,885","6,802","6,708","8,255","6,584","5,611","5,964","5,308","5,425","5,650","4,820","4,679","5,793","5,805",
"756","[P]","Toshiba Corp","4,608","4,921","5,287","4,961","5,227","4,949","5,801","5,341","4,612","5,292","4,828","4,940","5,455","5,596","5,803",
"757","[P]","BNP Paribas","3,341","3,762","3,037","3,865","7,486","7,926","6,249","6,104","6,252","6,236","6,242","5,371","5,540","5,446","5,792",
"758","[P]","Sonic Solutions","4,182","4,408","4,463","4,309","4,545","4,642","5,950","6,049","5,377","5,903","6,059","6,055","6,322","6,153","5,791",
"759","[P]","WEB66 Sites","3,244","3,369","3,205","3,737","4,339","4,359","4,704","5,510","5,803","6,394","7,133","6,577","6,267","6,340","5,783",
"760","[P]","CLASSESINTERNATIONAL.COM","863","5,576","6,131","6,494","6,773","6,409","5,310","6,054","6,904","4,403","4,027","6,002","2,486","5,871","5,781",
"761","[P]","XANGA.COM","7,767","7,539","7,943","7,815","7,933","7,843","7,882","7,645","7,907","7,467","6,722","7,434","6,472","6,378","5,767",
"762","[P]","SHOPLOCAL.COM","6,637","6,840","6,241","5,269","5,908","12,563","10,927","5,696","5,448","5,451","6,513","5,683","4,990","5,654","5,760",
"763","[P]","CENTERBLOG.NET","3,968","3,616","3,522","4,033","4,685","4,696","4,509","4,260","5,411","5,862","6,480","6,877","6,145","5,969","5,757",
"764","[P]","Lotte Group","3,394","3,743","4,337","3,756","3,880","3,496","3,665","4,912","4,462","5,147","4,772","4,611","4,647","5,294","5,755",
"765","[P]","POMOHO.COM","7,623","12,495","15,689","16,121","14,613","13,512","15,227","13,200","12,616","9,293","10,120","7,937","10,048","14,248","5,744",
"766","[P]","ZHAOPIN.COM","4,477","7,944","6,488","7,247","6,368","6,992","5,157","3,344","5,998","6,217","5,075","4,204","4,335","4,672","5,742",
"767","[P]","DIVSHARE.COM","2,669","5,588","10,013","9,139","5,795","5,208","5,791","5,232","4,528","4,865","4,434","4,683","4,750","5,342","5,730",
"768","[P]","TPI Paginas Amarillas","5,356","5,552","4,964","5,419","5,737","5,244","5,597","6,104","6,105","6,388","6,046","6,390","6,786","5,912","5,718",
"769","[P]","SH.CN","3,648","4,779","5,787","6,326","5,950","5,934","5,257","4,391","6,357","5,796","5,646","5,070","8,594","5,447","5,713",
"770","[P]","NIC.IN","6,928","5,293","4,894","4,733","4,085","4,068","4,366","4,854","4,847","5,508","5,095","7,777","6,641","6,010","5,700",
"771","[P]","Spiegel Verlag","5,263","4,537","4,354","5,174","5,211","5,254","5,177","5,987","5,586","6,490","5,381","5,315","5,462","5,763","5,696",
"772","[P]","MeetIC","6,757","9,140","10,906","10,277","8,185","6,727","6,431","6,529","7,809","7,846","7,113","6,459","5,717","5,766","5,677",
"773","[P]","Naukri","6,068","6,537","6,262","5,945","5,090","4,954","4,827","4,908","4,767","5,353","5,127","5,849","5,683","5,423","5,659",
"774","[P]","TIMEANDDATE.COM","4,028","4,108","4,346","4,327","4,745","4,631","4,321","5,461","4,924","5,569","5,450","4,770","4,814","5,253","5,641",
"775","[P]","IT&IS Siglo XXI","4,191","4,293","4,032","4,452","4,498","4,570","5,401","5,012","5,107","5,382","5,370","6,116","5,435","5,572","5,622",
"776","[P]","PHOTOFUNIA.COM","N/A","400","1,166","1,843","2,929","4,263","4,753","4,670","5,857","6,285","6,489","6,293","5,699","5,914","5,610",
"777","[P]","Agricultural Bank of China","2,957","4,542","4,838","5,438","5,346","5,541","4,854","4,738","5,045","4,779","4,005","3,319","4,951","5,109","5,587",
"778","[P]","TGBUS.COM","3,882","6,420","7,662","7,031","5,994","5,873","5,269","6,415","6,607","810","709","2,786","5,103","5,796","5,577",
"779","[P]","READNOVEL.COM","4,640","8,458","10,428","10,490","10,233","8,430","7,839","6,365","6,479","6,496","5,535","4,977","5,178","5,790","5,574",
"780","[P]","TUOITRE.COM.VN","2,757","3,497","3,892","4,031","4,779","4,687","5,119","5,804","5,571","5,769","5,927","5,996","5,538","5,723","5,568",
"781","[P]","Interpark","4,040","4,083","4,413","3,350","3,906","3,911","3,756","4,711","4,983","5,481","5,110","4,689","6,000","5,292","5,563",
"782","[P]","Air France-KLM Group","4,531","4,742","4,539","5,122","4,670","4,859","5,489","6,328","5,804","6,628","6,396","5,181","5,522","5,814","5,563",
"783","[P]","Indian Railways","4,432","4,810","4,679","4,476","5,383","4,718","4,892","5,178","5,120","5,397","5,832","5,945","5,704","5,234","5,555",
"784","[P]","GoNamic GmbH","12,756","6,296","6,863","6,362","6,818","8,525","6,747","7,650","7,779","11,991","6,821","5,198","6,619","6,081","5,513",
"785","[P]","BLOGBUS.COM","1,889","3,818","3,335","4,133","2,660","2,893","5,453","4,563","4,543","4,824","5,281","4,339","6,194","5,709","5,513",
"786","[P]","NASA.GOV","5,413","4,056","4,656","4,771","4,891","4,715","4,215","4,767","5,451","6,915","5,155","5,470","4,317","6,914","5,509",
"787","[P]","American Airlines","5,994","6,840","5,204","5,158","5,195","5,757","5,543","5,869","5,293","6,628","5,753","5,417","5,309","5,795","5,490",
"788","[P]","NHACCUATUI.COM","1,229","1,637","2,018","2,362","2,880","3,745","3,882","4,742","5,296","5,941","6,042","6,453","5,864","5,963","5,489",
"789","[P]","STARTIMES2.COM","1,910","1,637","1,618","1,577","1,446","1,385","1,319","1,428","4,632","6,205","5,912","5,322","5,037","5,107","5,488",
"790","[P]","Match.com Sites","7,340","7,505","6,495","6,354","6,326","5,753","7,046","8,246","6,836","6,321","7,143","5,862","5,612","5,717","5,487",
"791","[P]","114LA.COM","2,452","3,220","5,452","6,063","5,739","5,420","6,399","5,851","5,579","5,612","5,885","5,388","4,499","4,694","5,469",
"792","[P]","Belgacom Group","4,820","4,655","4,315","4,729","5,480","5,165","5,299","5,301","5,755","6,245","6,185","6,152","5,458","5,481","5,466",
"793","[P]","MEXAT.COM","1,271","1,337","1,281","1,242","1,300","1,231","1,298","1,910","6,007","6,146","5,520","5,389","4,644","5,100","5,450",
"794","[P]","b5media","4,038","4,247","2,724","3,215","3,511","3,472","4,296","4,846","4,717","6,693","6,212","5,815","5,441","6,255","5,445",
"795","[P]","YAM.COM","5,114","4,467","4,860","5,392","5,434","4,851","5,019","5,109","4,916","5,135","5,707","5,038","5,222","5,252","5,431",
"796","[P]","Aljazeera","N/A","N/A","2,141","2,291","2,403","2,543","2,819","4,566","5,842","5,928","5,953","5,528","5,596","4,881","5,429",
"797","[P]","YOUDAO.COM","N/A","N/A","N/A","8,420","11,767","10,736","9,036","6,810","8,273","8,306","8,504","5,468","4,801","6,415","5,424",
"798","[P]","NHS.UK","5,245","5,446","5,096","5,246","5,228","5,285","4,293","5,357","5,840","6,803","5,454","5,351","4,664","6,544","5,415",
"799","[P]","GRAAAM.COM","1,696","1,619","1,250","1,502","1,804","2,404","2,340","2,792","6,042","6,116","6,738","5,698","4,253","5,341","5,408",
"800","[P]","Ubisoft Entertainment","2,806","2,757","2,672","3,279","3,992","4,714","5,629","5,399","5,408","5,501","5,399","4,709","5,690","6,422","5,398",
"801","[P]","SPRINGERLINK.COM","5,895","5,252","2,058","5,991","6,330","6,140","5,177","5,500","5,794","7,231","6,785","6,096","4,996","4,919","5,376",
"802","[P]","PCH.COM","7,961","8,955","6,630","5,218","5,128","5,861","6,938","9,107","6,845","6,818","6,358","5,857","7,070","6,263","5,369",
"803","[P]","Blockbuster Inc.","6,306","7,817","6,579","6,568","8,626","6,837","7,012","7,941","5,189","5,288","5,491","5,370","5,160","5,778","5,368",
"804","[P]","BITAUTO.COM","1,929","5,061","4,587","5,397","5,554","5,408","5,776","4,781","5,292","5,197","5,722","6,136","6,646","5,515","5,358",
"805","[P]","6RBTOP.COM","2,643","2,749","2,549","1,363","2,275","2,240","2,224","2,245","6,384","7,048","6,468","6,322","6,041","6,253","5,358",
"806","[P]","Transcontinental Digital","4,007","3,822","3,764","4,037","4,482","4,452","4,550","4,436","5,000","5,241","5,397","5,646","5,146","5,482","5,348",
"807","[P]","Gruppo Mediaset","3,096","2,965","2,583","3,414","3,508","3,722","3,635","7,030","6,646","6,524","6,558","5,719","5,555","5,578","5,346",
"808","[P]","CLIP.VN","1,410","1,556","2,007","2,028","3,197","3,652","4,593","5,273","5,213","4,946","5,339","6,369","5,448","5,772","5,344",
"809","[P]","Mio.tv Network","3,198","5,247","4,771","4,919","5,011","4,869","5,149","4,996","5,266","5,531","5,640","5,908","5,450","5,184","5,338",
"810","[P]","Gruppo Editoriale Espresso","5,207","4,828","4,495","5,313","5,747","5,691","5,846","6,083","6,037","6,163","6,620","5,627","5,791","5,324","5,330",
"811","[P]","Publieke Omroep","4,566","4,111","4,602","4,507","5,153","5,521","5,682","6,033","5,796","5,912","5,512","5,826","5,185","5,335","5,324",
"812","[P]","OHMYNEWS.COM","1,235","716","1,273","1,448","1,563","1,039","1,234","4,757","5,082","5,292","4,608","5,183","5,684","3,985","5,293",
"813","[P]","RORO44.COM","1,808","2,169","1,395","1,785","2,061","1,572","1,784","1,866","5,687","6,558","6,025","5,788","5,034","5,238","5,272",
"814","[P]","TIEXUE.NET","2,288","4,600","5,352","5,736","6,386","5,874","5,559","4,643","4,970","4,838","4,692","4,466","4,920","5,212","5,247",
"815","[P]","CQVIP.COM","1,878","2,184","3,480","4,120","5,860","4,409","4,801","3,057","4,687","5,299","5,956","4,994","5,901","4,692","5,243",
"816","[P]","PLENTYOFFISH.COM","3,618","3,560","3,902","3,866","4,058","4,339","4,303","4,527","4,756","5,222","5,402","5,565","5,679","5,675","5,239",
"817","[P]","FRESHEYE.COM","4,410","4,099","4,625","3,533","3,837","4,284","4,574","5,918","5,142","5,281","5,686","5,454","5,349","5,731","5,236",
"818","[P]","Gruppo Fiat","4,395","4,085","3,743","4,759","4,318","3,862","3,761","4,736","4,932","6,441","6,071","6,357","5,805","5,912","5,212",
"819","[P]","QQ163.COM","4,679","7,655","6,658","6,970","6,988","6,748","7,336","6,128","6,296","5,615","5,662","4,341","5,121","5,206","5,201",
"820","[P]","Media General Sites","4,523","4,654","5,054","4,576","4,307","4,979","4,932","5,236","4,507","4,651","4,819","4,876","4,782","5,243","5,191",
"821","[P]","BAAMBOO.COM","1,659","3,395","3,765","2,773","3,053","3,321","4,215","5,666","5,590","6,177","6,761","6,706","5,725","5,734","5,170",
"822","[P]","REGNOW.COM","3,698","3,990","4,046","3,582","3,478","3,486","4,169","4,154","4,502","4,759","5,172","4,715","4,631","4,968","5,157",
"823","[P]","YAMAHA","5,280","5,381","4,405","4,761","4,652","4,277","4,383","4,347","4,718","4,983","5,499","5,181","4,770","5,273","5,142",
"824","[P]","GN Multicultural (Gorilla Nation)","N/A","2,362","2,627","2,511","2,910","3,378","2,889","2,630","4,506","4,850","4,867","5,608","5,052","5,324","5,138",
"825","[P]","MINIJUEGOS.COM","7,161","7,498","7,104","6,605","6,305","6,468","6,770","6,002","5,509","5,739","5,565","6,386","5,487","5,616","5,132",
"826","[P]","E.W. Scripps","19,316","4,495","4,931","4,688","5,619","5,680","6,354","6,393","5,057","5,653","5,480","6,086","4,872","5,275","5,129",
"827","[P]","EMP3WORLD.COM","2,680","2,610","2,710","2,669","2,964","2,915","4,067","3,375","4,452","5,148","4,887","5,225","5,068","5,655","5,114",
"828","[P]","Accor","4,544","4,859","3,985","4,242","4,440","3,799","3,575","4,099","4,440","4,474","4,469","3,963","4,609","5,504","5,110",
"829","[P]","Oracle Corporation","1,122","1,324","1,673","6,115","6,647","6,650","5,476","6,824","6,847","7,720","6,865","6,909","5,258","4,584","5,109",
"830","[P]","265.COM","13,677","20,691","25,586","21,102","19,269","18,417","16,705","12,980","14,668","6,458","5,946","4,734","4,900","5,022","5,095",
"831","[P]","Oi - Grupo Telemar","2,954","3,966","4,031","4,008","3,960","4,556","4,405","4,632","4,879","5,208","4,894","4,847","5,166","5,234","5,095",
"832","[P]","IKM Internet Kaufmarkt","3,923","4,443","4,447","4,624","4,616","4,650","4,647","5,296","4,990","5,259","4,523","4,272","3,775","5,153","5,093",
"833","[P]","Groupe Auchan","2,609","2,479","2,192","2,151","3,256","3,830","4,667","4,970","4,466","4,786","5,020","4,625","4,848","5,246","5,081",
"834","[P]","edaily","N/A","N/A","3,139","3,145","3,485","2,828","3,125","4,490","5,600","6,452","5,041","4,741","5,281","4,740","5,077",
"835","[P]","LEO.ORG","3,837","3,907","4,441","4,632","5,138","5,522","4,875","5,418","5,646","5,614","4,800","4,888","4,394","4,884","5,075",
"836","[P]","NAMIPAN.COM","N/A","11,102","6,064","7,336","6,029","5,247","5,391","5,017","5,693","5,886","4,632","4,605","4,567","5,036","5,057",
"837","[P]","Groupe LDLC.com","4,040","3,629","3,794","4,334","4,717","4,635","4,927","4,811","4,929","5,349","4,909","5,095","5,110","5,227","5,034",
"838","[P]","FRMTR.COM","2,932","3,212","3,567","3,561","3,870","2,977","3,210","3,453","5,248","5,189","5,130","4,761","4,427","4,568","5,023",
"839","[P]","52PK.COM","7,291","10,412","8,439","6,457","7,121","6,229","6,377","6,506","5,189","4,939","4,784","4,130","4,172","5,226","5,014",
"840","[P]","Interdots International","9,075","8,374","8,116","7,779","7,487","6,432","6,742","6,704","6,315","6,961","5,694","5,787","5,756","5,102","4,993",
"841","[P]","Lee Enterprises, Incorporated","5,134","5,368","5,041","5,076","5,159","4,882","5,292","4,998","4,981","5,022","5,107","4,848","4,789","4,980","4,969",
"842","[P]","NGOISAO.NET","2,131","2,852","741","3,707","4,710","5,198","5,605","5,393","5,127","5,355","5,306","4,644","5,154","5,081","4,953",
"843","[P]","Camfrog (App)","2,643","3,345","3,220","3,315","3,698","3,994","4,012","3,912","4,900","4,801","5,730","5,495","5,286","4,952","4,952",
"844","[P]","CafePress","N/A","N/A","N/A","7,225","7,909","7,129","6,839","6,184","5,694","6,104","6,004","6,101","5,258","5,578","4,944",
"845","[P]","CDUNIVERSE.COM","3,756","4,269","4,160","3,990","4,336","4,806","5,793","5,453","4,952","5,100","5,070","4,957","4,684","5,329","4,944",
"846","[P]","Take 2 Interactive","3,221","3,187","3,514","2,920","3,231","2,990","5,038","4,893","4,728","5,483","4,728","4,510","4,705","5,093","4,931",
"847","[P]","2DPLAY.COM","4,843","6,215","5,000","4,621","4,820","4,500","5,008","5,564","5,225","4,832","4,818","4,185","4,112","4,821","4,918",
"848","[P]","Ekspress Grupp","N/A","N/A","1,560","1,620","1,834","2,463","3,182","3,355","4,712","4,735","4,425","4,290","3,945","4,312","4,891",
"849","[P]","Domino's Pizza, Inc.","3,388","4,342","3,738","3,959","4,885","4,565","5,124","6,229","5,274","5,253","5,241","5,822","5,190","4,938","4,855",
"850","[P]","XAT.COM","3,240","3,879","3,757","3,485","3,466","6,473","3,661","3,895","4,581","4,917","4,479","4,748","4,755","4,950","4,845",
"851","[P]","Kipubli","3,493","3,339","3,010","3,527","4,064","3,738","4,041","4,112","4,692","5,605","5,711","5,708","5,686","5,456","4,836",
"852","[P]","Allesklar.com AG Sites","3,660","4,334","4,047","4,028","4,635","4,555","4,412","5,083","5,392","5,492","5,246","4,727","4,493","5,031","4,809",
"853","[P]","PChome Online","5,115","4,646","4,701","4,794","4,316","4,132","4,753","5,123","5,306","4,774","5,042","4,631","5,012","4,816","4,783",
"854","[P]","Kiabi","2,921","3,081","3,017","3,297","3,853","3,926","4,163","5,455","4,740","6,413","7,145","6,459","7,061","6,741","4,783",
"855","[P]","Independent News & Media","4,213","3,851","3,660","4,133","4,405","4,346","4,526","5,283","5,123","5,473","5,492","5,320","4,659","4,959","4,781",
"856","[P]","FANBOX.COM","10,373","9,860","6,213","5,933","4,138","7,724","12,807","6,879","4,535","3,184","2,886","2,555","1,936","4,879","4,771",
"857","[P]","Grupo Planeta Sites","5,965","5,894","5,685","6,351","5,901","5,548","4,887","5,105","5,378","5,858","5,565","5,971","4,317","4,358","4,758",
"858","[P]","mIRC","5,189","5,461","5,407","5,175","5,779","5,636","5,538","5,249","6,375","6,357","5,983","5,384","5,261","5,081","4,746",
"859","[P]","Trend Micro, Inc.","5,963","5,650","5,642","5,925","6,151","4,961","5,113","5,087","5,472","5,120","4,787","4,768","4,822","4,812","4,723",
"860","[P]","GN Kids (Gorilla Nation)","5,442","5,974","5,656","4,899","5,454","5,945","6,087","5,270","5,294","5,541","4,873","4,341","4,482","5,155","4,706",
"861","[P]","Nippon Television Network","N/A","N/A","N/A","N/A","N/A","3,929","4,927","5,690","4,468","5,384","4,776","5,946","4,920","4,709","4,690",
"862","[P]","RBC Financial Group","4,128","4,576","4,451","4,486","4,629","4,521","4,849","4,909","4,940","5,039","4,646","4,612","4,458","4,526","4,662",
"863","[P]","Telegraaf Media Groep","4,332","4,436","4,026","3,935","4,116","4,174","4,453","5,002","4,560","4,980","4,637","4,718","4,424","4,819","4,660",
"864","[P]","Play.com Sites","5,138","5,032","4,960","4,922","5,851","7,217","8,844","6,012","5,072","5,120","4,546","4,587","4,371","4,686","4,657",
"865","[P]","Universia","3,502","3,191","3,372","4,156","3,980","3,907","3,352","3,723","4,459","5,657","5,200","5,584","5,102","4,378","4,652",
"866","[P]","Compare Infobase Limited","4,456","4,272","4,902","5,262","5,151","5,543","7,062","5,764","6,527","5,674","5,764","6,450","5,445","5,712","4,650",
"867","[P]","FortuneCity Global Community","6,655","5,953","4,953","5,514","6,052","5,004","4,829","5,322","5,457","6,124","5,672","5,783","4,844","4,568","4,633",
"868","[P]","PBASE.COM","5,991","6,213","6,168","5,898","6,482","5,439","5,373","5,778","5,748","6,511","5,655","5,411","5,203","5,055","4,625",
"869","[P]","SHVOONG.COM","4,047","3,616","3,485","4,718","4,678","4,556","3,306","4,230","5,040","6,525","6,013","5,977","5,093","4,059","4,613",
"870","[P]","Bol Sites","2,683","2,766","2,933","3,482","3,689","4,569","5,091","5,223","4,931","4,252","3,754","4,428","4,301","5,006","4,593",
"871","[P]","CRSKY.COM","3,047","5,735","6,253","5,813","8,598","5,870","5,671","5,141","6,086","4,927","5,163","4,957","4,666","6,418","4,592",
"872","[P]","TOGGLE.COM","6,547","7,154","7,432","6,464","6,514","6,628","6,530","6,419","6,120","6,643","6,361","5,669","5,008","5,143","4,590",
"873","[P]","SOFT32.COM","4,195","4,153","4,478","4,421","4,236","4,699","5,223","5,996","5,684","6,205","5,544","4,930","4,729","4,909","4,532",
"874","[P]","Pepsi Co.","6,911","4,756","4,022","4,028","3,730","3,529","3,853","4,464","4,597","4,557","4,254","4,617","4,657","4,711","4,496",
"875","[P]","OVH Sites","5,663","5,172","5,001","4,966","5,637","5,069","4,989","4,905","5,130","5,417","4,989","4,402","4,433","4,247","4,495",
"876","[P]","Roularta Media Group","3,420","2,894","2,795","3,656","3,929","4,432","3,911","4,618","4,769","5,481","5,397","5,141","5,697","5,365","4,488",
