"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: July 2011 - September 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 10/30/2012","","","","","",""

"","","","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012"
"684","[P]","    Grupo Planeta Sites","5,032","4,855","5,278","4,768","4,277","3,743","4,196","4,616","4,842","4,235","4,463","4,393","4,903","4,385","5,139"
"685","[P]","    Gruppo Mediaset","8,077","7,690","8,304","9,589","9,739","9,176","10,245","11,043","12,161","12,301","6,273","4,989","4,311","3,937","5,134"
"686","[M]","    NGOISAO.NET","2,178","3,435","3,366","3,389","3,281","3,804","3,916","4,318","5,312","5,533","5,702","5,556","5,688","5,629","5,085"
"687","[P]","    OVH Sites","4,657","4,573","5,258","5,624","6,429","6,928","7,754","6,621","5,420","4,904","5,283","5,330","4,572","5,031","5,056"
"688","[P]","    TBS Group","5,456","5,975","6,744","6,946","6,195","6,843","6,492","5,431","6,603","6,775","5,692","6,195","5,565","5,089","5,043"
"689","[P]","    WordPress","195,181","200,618","213,705","223,343","5,404","5,391","5,354","5,243","5,502","4,689","5,007","5,115","4,808","4,972","4,987"
"690","[P]","    Tchibo","3,993","4,282","4,096","4,263","4,517","4,342","4,314","3,901","4,005","3,967","4,451","4,465","4,307","4,409","4,984"
"691","[P]","    CRSKY.COM","4,063","4,711","4,771","5,372","4,536","5,156","5,478","5,477","5,983","5,515","4,632","4,964","6,164","5,571","4,918"
"692","[P]","    MeetIC - Match","4,316","4,610","5,261","5,619","4,882","4,254","4,701","4,489","4,420","4,643","4,567","3,940","4,350","4,647","4,804"
"693","[M]","    VIETBAO.VN","3,303","5,017","4,886","5,204","5,242","5,235","4,501","4,888","5,261","5,107","5,343","4,800","4,878","5,025","4,801"
"694","[P]","    YAMAHA","4,555","4,543","4,923","4,760","4,715","4,547","4,849","4,609","5,517","4,919","5,449","4,795","4,855","4,660","4,755"
"695","[M]","    VENTE-PRIVEE.COM","4,422","3,961","4,950","5,766","6,000","5,578","5,845","4,645","5,208","4,692","4,951","4,862","4,265","3,984","4,741"
"696","[P]","    SBS (Seoul Broadcasting System)","7,690","7,916","7,185","8,569","6,461","6,675","6,060","5,189","5,013","5,449","5,010","4,863","5,173","5,328","4,713"
"697","[P]","    RBC Financial Group","4,615","4,778","4,861","5,187","4,628","4,472","4,838","4,692","4,464","4,865","4,598","4,401","4,847","4,918","4,707"
"698","[P](U)","    DexOne","6,899","6,451","5,961","5,389","5,339","4,016","4,812","5,179","5,561","5,086","7,502","6,916","4,825","5,111","4,654"
"699","[P]","    NHACCUATUI.COM","2,688","4,539","4,779","4,876","3,859","4,044","3,705","3,721","3,908","4,043","4,147","4,017","4,236","4,458","4,642"
"700","[M]","    KAPOOK.COM (w/ history)","6,623","6,941","7,521","7,940","7,387","7,581","7,372","4,201","4,358","4,289","4,711","4,611","4,691","4,674","4,641"
"701","[P]","    Lotte Group","6,260","6,625","6,603","7,404","6,920","7,790","8,030","6,504","5,697","6,084","6,192","5,835","6,198","5,050","4,634"
"702","[P]","    Miarroba Networks","6,650","7,266","6,914","6,762","6,444","5,389","5,758","6,144","6,839","6,571","6,559","6,387","4,940","4,431","4,625"
"703","[P]","    RARLAB.COM","4,930","5,260","5,612","6,103","6,122","5,845","6,065","5,600","5,612","5,468","5,476","5,101","4,885","4,610","4,610"
"704","[P](u)","    Belgacom Group","4,362","4,725","4,659","5,412","5,203","5,510","5,719","5,069","5,260","5,340","5,558","4,990","4,073","4,440","4,604"
"705","[P](u)","    Notrefamille.com Sites","3,198","3,700","4,830","5,207","6,386","6,459","5,711","5,604","5,457","5,204","5,825","4,728","4,490","4,338","4,530"
"706","[P]","    Blockbuster Inc.","4,229","4,090","4,622","5,256","5,096","5,190","5,089","4,431","4,397","5,304","4,613","5,281","5,109","4,862","4,502"
"707","[P]","    Groupe LDLC.com","4,343","4,711","5,784","5,866","5,380","6,155","5,189","5,047","5,411","4,872","5,470","4,836","5,086","4,449","4,494"
"708","[M](u)","    PCH.COM","3,123","2,570","2,202","2,988","2,866","2,666","5,334","3,930","3,410","3,660","3,582","3,375","5,956","4,566","4,487"
"709","[P]","    CYBERLINK.COM","4,019","4,179","4,819","5,057","5,000","5,163","6,211","4,823","4,920","4,669","4,546","4,071","4,246","4,278","4,482"
"710","[P]","    LEO.ORG","4,599","4,581","5,190","5,028","5,045","4,625","5,015","4,636","4,604","4,363","4,756","4,807","4,087","3,960","4,468"
"711","[P](u)","    Ekspress Grupp","3,766","3,647","3,526","3,749","3,596","4,203","4,209","4,022","4,203","4,058","4,188","3,980","3,946","4,064","4,456"
"712","[P]","    AmericanGreetings Property","8,114","7,975","8,238","8,790","7,841","9,770","6,635","7,431","5,811","5,816","6,011","4,747","4,311","4,538","4,404"
"713","[P]","    AVS4YOU.COM","5,121","5,073","5,271","6,138","5,967","5,985","6,839","5,703","5,595","5,082","5,070","4,332","4,401","4,300","4,383"
"714","[P]","    Thomson Reuters","2,701","3,065","4,287","4,466","4,551","3,742","4,033","4,329","4,377","4,305","3,942","3,059","3,088","3,453","4,381"
"715","[M]","    BAOFENG.COM","3,460","7,522","13,688","21,865","21,907","28,904","38,854","20,392","33,450","35,731","37,300","40,873","48,409","32,372","4,350"
"716","[P]","    DeNA Co., Ltd.","4,293","4,715","4,791","5,080","4,570","4,621","4,957","4,502","4,867","4,706","4,622","4,578","5,185","5,640","4,294"
"717","[P](U)","    EVA.VN","1,660","1,739","3,092","3,552","3,496","3,770","3,172","3,876","4,337","4,124","4,115","4,479","4,020","4,251","4,292"
"718","[P]","    JSOFTJ.COM","6,237","5,665","6,399","6,152","5,892","6,513","6,259","5,454","5,646","4,989","5,428","4,845","4,890","4,555","4,224"
"719","[P]","    AL-WLID.COM","4,385","5,417","4,649","4,669","5,424","5,193","5,331","5,191","5,221","4,696","4,110","4,297","5,107","4,940","4,213"
"720","[P]","    Estee Lauder Sites","3,138","3,245","3,858","3,999","4,005","4,294","3,909","3,471","4,190","3,838","3,556","4,034","3,493","3,628","4,181"
"721","[P]","    UUSEE.COM","7,972","6,526","6,842","5,744","5,580","5,101","5,067","5,076","6,558","5,651","4,791","4,777","4,402","4,511","4,153"
"722","[P]","    IRS.GOV","4,808","4,864","4,431","4,659","4,728","5,232","16,359","25,099","13,981","15,193","6,617","5,785","5,554","5,372","4,149"
"723","[P]","    RAYLI.COM.CN","2,578","3,319","3,865","6,467","12,339","12,141","6,562","4,152","5,121","4,187","3,236","3,281","3,956","4,102","4,116"
"724","[P]","    GAMEZER.COM","9,233","9,025","8,074","7,289","6,577","6,774","6,752","5,359","5,737","5,172","5,049","5,521","6,317","5,263","4,103"
"725","[M]","    VIETNAMNET.VN","2,664","5,217","3,645","3,419","3,731","3,654","3,579","3,786","3,916","4,115","4,254","4,031","4,130","4,242","4,097"
"726","[P]","    SHOUTMIX.COM","17,170","18,683","19,021","21,492","21,660","20,787","13,040","8,232","7,562","7,240","6,863","6,571","6,156","5,165","4,080"
"727","[M](u)","    Nippon Television Network (w/ history)","4,496","5,170","5,105","6,085","5,276","5,774","5,301","4,607","4,485","4,677","5,245","4,296","4,553","4,788","4,044"
"728","[P]","    123GREETINGS.COM","3,675","4,893","4,209","5,133","4,811","9,727","6,076","6,231","4,319","4,586","4,512","3,810","3,701","5,009","4,016"
"729","[P]","    Compare Infobase Limited","4,730","4,439","4,439","4,120","4,104","6,430","4,926","5,056","4,319","4,405","5,085","4,682","4,516","4,273","3,984"
"730","[P]","    READNOVEL.COM","3,504","4,213","4,160","3,526","4,030","4,518","4,210","3,254","4,960","4,485","4,573","4,750","5,169","5,068","3,948"
"731","[P]","    Fotosearch, LLC","4,514","5,275","5,659","5,785","5,397","4,270","4,637","4,774","4,603","4,377","4,972","4,325","3,732","3,513","3,904"
"732","[P]","    DIGG.COM (w/ history)","7,867","7,463","7,128","7,833","7,662","7,028","7,237","6,429","7,084","7,546","7,323","7,207","5,958","6,581","3,885"
"733","[P](u)","    Totallyher - Kids","7,387","7,152","6,923","8,170","7,022","7,539","7,456","5,811","5,191","5,124","5,077","4,254","4,339","4,239","3,881"
"734","[P]","    Proto Corporation","3,237","3,391","3,629","3,442","3,323","3,056","3,607","3,778","3,981","3,564","3,866","3,587","3,645","3,679","3,879"
"735","[P]","    KBS (Korean Broadcasting System)","4,945","5,384","4,965","5,336","5,183","4,886","4,777","4,190","3,681","3,984","3,744","3,532","3,730","4,017","3,878"
"736","[P]","    Moneysupermarket.com Financial Group","4,185","3,953","3,739","4,067","3,470","2,953","4,069","3,596","4,124","4,092","4,426","4,226","4,783","4,222","3,861"
"737","[P]","    Kipubli","3,614","3,935","4,484","4,657","4,834","4,288","4,698","4,558","4,781","4,412","5,294","4,500","3,573","3,818","3,858"
"738","[P](u)","    Independent News & Media","2,153","2,915","2,963","3,250","3,061","2,900","3,080","3,552","3,712","3,497","3,588","3,937","3,823","4,162","3,855"
"739","[P]","    Tele2 Sites","3,596","3,630","3,523","3,676","3,636","3,665","3,644","3,134","4,238","3,804","3,744","3,772","3,439","3,386","3,781"
"740","[P]","    Adoos Classifieds S.L.","5,298","5,906","5,968","5,946","5,559","4,391","5,537","4,632","4,833","4,427","4,558","3,811","3,743","3,798","3,776"
"741","[P]","    PChome Online","4,108","4,286","4,622","5,562","5,542","5,532","5,813","4,883","3,905","3,829","4,110","3,962","3,874","3,970","3,752"
"742","[M]","    CLIP.VN","1,636","2,753","2,933","2,936","2,739","3,862","3,663","3,250","3,168","3,048","3,588","3,668","3,501","3,836","3,741"
"743","[P]","    eNet","4,362","4,405","3,664","4,727","4,784","4,394","5,091","4,576","4,835","3,505","3,532","3,516","4,105","4,148","3,688"
"744","[P]","    Tiscali Sites","3,655","3,418","3,474","3,728","3,738","3,545","3,729","4,027","3,935","3,733","4,158","3,679","2,992","2,889","3,680"
"745","[M]","    Hyves (w/ history)","7,836","7,793","7,608","7,465","6,956","6,615","6,517","5,878","5,663","5,432","5,080","4,686","4,127","3,910","3,676"
"746","[M]","    Play.com Sites (w/ history)","4,077","4,430","4,364","4,957","6,258","6,506","4,234","4,805","4,280","4,158","4,298","4,012","3,608","3,709","3,672"
"747","[P]","    spreadshirt","2,443","2,496","2,050","2,230","2,479","2,467","2,610","3,320","3,333","3,912","4,417","4,509","4,286","3,734","3,667"
"748","[M]","    FRMTR.COM","3,727","3,952","4,372","4,801","4,588","4,947","5,189","4,792","5,114","4,980","4,709","3,935","3,800","3,644","3,652"
"749","[P]","    Habbo Network","9,957","9,046","7,665","7,859","7,266","7,962","7,944","6,130","6,009","6,033","5,468","4,952","4,607","3,985","3,631"
"750","[P]","    OYUNLAR1.COM","9,876","9,589","7,943","6,670","6,752","5,623","5,663","5,231","5,107","4,783","4,809","4,584","4,505","4,018","3,572"
"751","[P]","    HONGXIU.COM","2,603","2,997","2,650","2,484","3,259","2,961","3,027","3,928","4,290","3,701","3,463","3,607","3,346","3,494","3,567"
"752","[M]","    MTHAI.COM (w/ history)","6,864","7,094","7,460","7,841","6,356","6,589","6,140","3,513","3,617","3,690","3,866","3,770","3,754","3,895","3,553"
"753","[P]","    PHPNUKE.ORG","4,005","4,137","3,819","3,525","3,198","3,906","4,083","3,512","3,624","4,029","4,328","3,935","3,987","3,679","3,551"
"754","[P]","    Kiabi","6,542","6,278","5,955","6,865","6,033","5,484","5,599","4,168","4,189","3,414","3,981","3,786","3,396","2,826","3,481"
"755","[M]","    VTC.VN","1,551","2,788","2,919","3,014","3,236","3,183","2,769","2,847","3,388","3,337","3,338","3,303","3,177","3,206","3,420"
"756","[P]","    XAT.COM","5,178","5,207","5,093","5,098","5,038","5,393","5,801","5,333","12,993","4,703","4,332","4,190","4,543","3,938","3,372"
"757","[P]","    GameStop","2,594","3,100","2,999","3,283","4,152","4,170","2,815","2,349","2,619","2,586","2,987","2,708","2,774","2,885","3,357"
"758","[M]","    Camfrog (App) (w/ history)","4,522","4,414","4,751","4,254","4,461","4,034","3,898","3,097","3,718","3,625","3,676","3,506","3,530","3,332","3,330"
"759","[P]","    SHVOONG.COM","3,743","4,036","4,782","4,742","4,588","3,294","3,395","3,484","4,507","4,184","4,711","3,369","2,173","2,601","3,309"
"760","[P](U)","    Sonico Inc.","9,128","7,855","8,801","8,887","8,282","7,854","7,766","6,839","6,169","5,393","5,215","4,769","4,186","4,108","3,300"
"761","[P]","    KT Group","9,124","8,966","8,347","9,097","10,825","13,645","8,941","7,699","7,076","6,992","7,159","6,995","6,274","4,204","3,261"
"762","[P]","    ZHCW.COM","4,816","3,672","4,065","4,013","4,071","3,659","3,854","4,185","5,384","3,743","3,690","3,560","3,925","3,645","3,260"
"763","[P]","    Benesse Corporation","3,182","2,961","3,111","3,079","2,927","2,939","3,336","3,137","4,147","3,222","3,076","3,162","3,287","3,282","3,250"
"764","[P]","    WetterOnline GmbH","6,561","6,091","4,512","3,958","3,141","4,018","4,029","4,641","4,581","3,588","4,129","4,110","4,552","3,962","3,250"
"765","[P]","    HAWAAWORLD.COM","4,243","4,378","4,411","4,783","4,140","4,444","4,477","3,868","4,159","4,104","4,300","3,879","3,736","3,217","3,238"
"766","[P]","    MININOVA.ORG","6,014","5,586","5,603","4,801","4,362","4,016","4,342","4,661","4,692","3,955","4,233","3,751","3,685","3,476","3,156"
"767","[M](U)","    STARPULSE.COM","3,807","3,972","4,047","3,861","4,120","4,034","4,237","3,719","3,853","3,993","4,049","3,757","3,419","3,598","3,114"
"768","[P]","    Interpark","5,351","5,759","5,361","5,503","4,957","5,314","4,942","4,252","3,868","3,841","3,501","3,719","4,791","3,541","3,059"
"769","[P]","    Kuaiche.com Sites","10,351","9,921","9,317","10,126","9,018","9,513","9,870","9,034","8,337","7,126","7,305","7,519","3,205","3,189","3,028"
"770","[P]","    MBC (Munhwa Broadcasting Corp.)","4,585","4,569","4,748","4,907","4,186","4,688","5,203","4,405","3,335","2,950","3,248","2,840","2,929","3,172","3,023"
"771","[P]","    Trend Micro, Inc.","2,875","3,205","3,565","3,907","3,745","3,856","3,845","3,175","4,195","3,460","3,866","3,253","3,413","3,291","3,017"
"772","[P]","    JMnet (JoongAng Media Network)","4,584","5,006","2,476","2,665","2,726","2,354","2,766","2,515","2,450","2,614","2,371","2,614","2,713","3,482","3,001"
"773","[M](U)","    NISSEN.CO.JP","2,152","2,164","2,472","3,248","2,677","2,054","2,359","2,181","2,210","2,223","2,219","2,149","2,931","2,528","2,970"
"774","[P]","    SPRINGERLINK.COM","2,552","2,723","3,394","3,896","3,861","3,360","3,629","3,748","4,057","4,312","4,326","3,222","2,512","2,639","2,968"
"775","[P]","    EMP3WORLD.COM","4,488","4,233","4,370","4,563","4,833","4,575","3,522","3,945","4,703","4,761","4,736","4,176","4,136","3,519","2,898"
"776","[P]","    UPTODOWN.COM","5,420","5,353","4,905","4,576","3,995","3,769","3,821","3,592","4,152","3,942","3,963","3,319","3,033","2,898","2,875"
"777","[P]","    BITCOMET.COM","12,010","12,532","13,525","14,806","14,201","14,445","4,005","3,678","3,425","3,207","2,942","2,676","2,703","2,750","2,850"
"778","[P]","    Iplay Games","2,491","2,240","1,901","1,838","6,086","5,684","5,088","4,284","3,775","3,858","3,672","3,611","3,748","3,162","2,808"
"779","[P]","    Job.com Sites","4,742","3,540","4,596","4,833","4,712","3,659","4,361","3,754","3,792","3,338","3,457","3,762","3,389","3,311","2,779"
"780","[M]","    TURKCELL.COM.TR","3,091","3,243","2,620","2,935","3,058","3,232","2,938","3,209","3,162","3,139","2,988","2,959","2,806","3,260","2,759"
"781","[P]","    BRG8.COM","4,653","4,809","4,931","4,599","4,657","5,056","5,134","4,447","5,180","5,061","4,620","3,793","3,633","3,109","2,659"
"782","[P]","    6RB.COM","4,115","3,007","4,258","4,214","3,749","3,734","3,676","3,099","3,432","2,999","3,015","2,844","2,377","2,329","2,630"
"783","[P]","    DLTK Network Sites","1,971","2,316","2,673","3,844","3,562","2,893","2,760","3,299","3,320","2,853","3,051","2,335","2,084","1,790","2,578"
"784","[P]","    SPB.RU","1,904","2,038","2,162","2,328","2,388","2,428","2,506","2,254","2,560","2,172","2,330","2,038","2,138","2,609","2,568"
"785","[P]","    GYYX.CN","6,241","6,196","5,192","7,183","7,006","3,990","2,289","856","10,764","3,641","504","509","2,549","6,193","2,504"
"786","[P]","    HMV","4,594","4,504","5,023","5,555","3,961","5,118","3,169","2,769","2,732","2,611","2,326","2,492","2,290","2,358","2,480"
"787","[P]","    TOGGLE.COM","3,027","2,976","2,899","2,798","2,841","3,209","2,980","2,944","3,014","3,199","3,232","2,969","2,943","2,519","2,458"
"788","[P]","    OHMYNEWS.COM","4,876","4,722","4,509","5,737","4,471","4,485","4,062","2,821","3,009","2,793","2,916","2,047","2,972","2,919","2,458"
"789","[P]","    FLASHGAMES247.COM","4,979","4,318","4,205","4,323","4,337","4,455","4,244","3,950","3,745","3,507","3,498","3,165","3,209","3,206","2,452"
"790","[P]","    TE3P.COM","3,349","3,569","3,241","3,084","3,133","3,353","3,392","3,185","3,432","3,268","3,309","3,156","3,149","2,827","2,445"
"791","[P]","    RORO44.COM","4,124","4,415","4,242","4,590","3,863","4,188","4,306","3,693","3,842","3,477","3,572","3,054","2,934","2,691","2,435"
"792","[P]","    KUKINEWS.COM","3,330","3,328","3,459","4,321","4,322","4,366","4,596","3,207","3,355","3,437","3,451","2,921","3,033","3,371","2,346"
"793","[P]","    Universia","2,467","2,548","2,736","3,178","2,920","1,850","2,258","2,145","2,557","2,710","2,993","2,199","1,808","2,180","2,345"
"794","[P](u)","    Interdots International","3,395","4,172","3,406","3,752","3,176","3,091","3,909","4,949","4,372","2,726","2,954","2,685","2,350","2,349","2,344"
"795","[P]","    Pepsi Co.","3,320","3,185","3,283","2,613","2,902","2,978","3,270","3,855","3,208","3,112","3,861","3,175","3,540","3,085","2,313"
"796","[P]","    WIND Telecomunicazioni","15,945","15,721","18,085","18,387","19,094","17,113","17,975","2,427","2,606","2,268","2,167","2,170","2,372","2,191","2,309"
"797","[P]","    IMAGEVENUE.COM","380","706","489","590","420","140","187","189","1,665","2,036","2,088","2,599","1,840","2,660","2,246"
"798","[P]","    ARABSEYES.COM","5,403","6,444","6,777","7,098","4,833","4,258","4,121","4,316","4,269","3,512","3,460","3,149","3,087","2,720","2,244"
"799","[P]","    Hankyoreh Newspaper","4,840","5,025","5,202","6,021","5,561","5,426","4,658","3,475","2,996","3,159","3,796","3,108","2,840","3,436","2,220"
"800","[P]","    PSICOFXP.COM","4,068","4,336","4,203","4,330","3,525","2,868","3,034","2,929","3,197","2,940","3,010","2,352","2,200","2,150","2,194"
"801","[P]","    edaily","3,548","3,963","3,955","4,587","3,974","3,861","3,784","3,028","2,775","2,495","3,103","2,600","2,602","2,333","2,190"
"802","[M]","    PICNIK.COM (w/ history)","23,430","23,018","21,737","21,847","21,933","23,368","24,187","22,478","22,501","18,997","8,333","4,829","3,578","2,663","2,099"
"803","[P]","    Clearspring Technologies","2,207","2,159","2,378","2,560","2,358","2,458","2,525","2,382","2,515","2,180","2,288","2,177","2,238","1,989","2,092"
"804","[P]","    Clouditalia Communications","697","601","695","670","681","693","749","829","675","590","652","536","573","1,723","2,079"
"805","[P]","    GameDuell","2,545","3,082","3,414","3,683","3,436","2,745","3,017","2,695","3,336","2,675","3,249","4,309","3,170","2,789","2,068"
"806","[P]","    SUMOTORRENT.COM","3,098","2,786","2,945","3,211","3,088","3,085","3,132","3,550","3,883","3,659","3,049","2,832","2,708","2,404","2,035"
"807","[P]","    GRAAAM.COM","2,721","2,601","2,765","2,827","2,992","2,918","2,915","2,561","2,711","2,397","2,685","2,894","2,242","2,316","2,032"
"808","[P]","    Eastman Kodak","3,663","3,718","4,029","3,951","4,137","4,221","4,020","3,218","3,287","3,673","3,443","2,925","2,114","2,033","2,008"
"809","[P]","    Pangea Media","1,547","1,006","851","1,130","1,250","1,108","1,436","1,442","1,665","1,793","2,027","1,860","2,046","1,866","1,987"
"810","[P]","    Earthlink","2,189","2,448","2,376","2,717","2,385","2,149","2,360","2,368","2,154","2,150","1,916","1,809","1,889","2,062","1,979"
"811","[P]","    GARENA.COM","2,470","2,671","2,622","3,196","2,868","2,575","2,875","2,317","2,484","2,459","2,105","1,842","1,833","1,710","1,975"
"812","[P]","    265.COM","2,679","2,770","2,430","2,838","2,691","3,093","2,930","2,810","2,148","1,935","1,564","1,575","1,771","1,564","1,920"
"813","[P]","    QVOD.COM","1,533","1,299","1,211","1,729","1,140","1,102","1,713","1,489","2,116","1,577","1,267","1,318","1,498","1,711","1,908"
"814","[P]","    Bokee Sites","2,183","1,504","1,867","2,368","2,186","1,888","2,240","3,148","4,065","2,694","2,627","2,581","2,390","2,706","1,884"
"815","[P]","    GoNamic GmbH","1,640","1,518","1,750","1,843","1,836","1,902","2,232","2,495","3,189","3,243","2,557","2,692","2,195","2,118","1,873"
"816","[P]","    SeaRainbow Holding Corp","2,513","2,257","2,361","1,895","1,900","2,167","2,612","2,159","2,467","2,733","1,731","1,840","1,871","1,927","1,835"
"817","[M]","    GAMES2WIN.COM","3,054","3,066","2,484","2,573","2,374","2,521","2,527","2,282","2,568","2,495","2,332","2,426","2,303","2,223","1,818"
"818","[G](U)","    FLIXSTER.COM (w/ history)","2,793","2,732","2,862","3,063","3,176","1,941","1,819","1,267","1,507","8,459","3,889","3,152","2,437","2,047","1,794"
"819","[P]","    SHOPLOCAL.COM","3,431","4,275","3,670","3,483","7,815","5,411","2,720","2,148","2,411","2,509","2,049","1,894","2,159","2,329","1,784"
"820","[M]","    GAMERSHELL.COM","3,062","2,904","2,651","2,830","2,677","2,631","2,523","2,520","2,474","2,340","2,373","2,402","2,236","1,958","1,778"
"821","[M]","    FRESHEYE.COM","2,466","2,411","2,522","2,486","2,134","2,016","2,147","2,088","1,930","1,959","1,854","2,052","1,826","1,717","1,749"
"822","[P]","    XANGA.COM","2,182","1,993","2,117","2,255","2,122","1,999","2,315","2,210","2,316","2,086","2,106","1,960","1,844","1,755","1,737"
"823","[M]","    USSEARCH.COM","2,385","2,423","2,467","2,126","2,146","2,027","2,223","2,296","2,543","2,018","3,197","3,236","3,011","2,015","1,735"
"824","[P]","    NOWCOM","2,809","3,053","3,261","3,409","2,965","2,947","2,966","2,428","2,567","2,490","2,426","2,182","2,166","2,225","1,729"
"825","[P]","    PBASE.COM","2,322","2,363","2,279","2,182","2,090","1,968","2,073","2,494","2,313","2,281","2,303","2,200","1,988","1,969","1,729"
"826","[P]","    PHOTOFUNIA.COM","2,770","2,597","2,337","2,327","2,280","2,366","2,447","2,310","2,267","2,070","2,256","2,106","2,055","2,005","1,727"
"827","[P]","    RAYFILE.COM","2,937","2,667","2,457","3,496","2,765","2,516","3,801","3,757","2,841","2,299","2,070","1,862","1,993","1,968","1,701"
"828","[P]","    GAMES2GIRLS.COM","4,101","4,194","3,215","3,261","3,164","2,899","2,837","2,537","2,659","2,449","2,298","2,395","2,543","2,211","1,690"
"829","[M]","    PLAYFISH.COM","2,826","4,840","5,993","3,297","3,256","1,995","1,779","2,864","2,629","1,141","1,459","1,694","2,719","2,229","1,687"
"830","[P]","    1616.NET","12,610","9,614","8,175","7,901","7,120","6,624","6,591","6,313","6,239","3,653","3,145","3,177","2,190","1,973","1,678"
"831","[P](U)","    NHL Network","4,712","3,650","2,987","4,384","4,333","4,287","4,528","4,059","4,262","4,587","5,953","2,833","3,537","1,580","1,674"
"832","[P]","    2DPLAY.COM","3,671","3,427","2,689","2,936","2,856","3,072","2,937","2,647","2,688","2,524","2,281","2,276","2,361","2,049","1,642"
"833","[P]","    KUWAITUP.COM","2,798","3,150","3,170","2,764","2,217","3,568","3,263","1,889","3,057","2,521","2,135","2,232","2,054","1,496","1,595"
"834","[P](u)","    Stateless Systems","6,806","7,097","6,834","8,127","9,547","10,367","8,649","9,321","1,740","1,951","1,693","1,665","1,732","1,696","1,584"
"835","[P]","    MEXAT.COM","1,932","2,094","1,898","1,989","2,012","2,039","2,032","1,992","2,042","1,856","2,118","2,017","2,037","1,691","1,556"
"836","[M]","    GAMEZHERO.COM","3,409","3,511","2,798","3,034","2,829","2,880","2,975","3,104","2,908","2,697","2,758","2,444","2,555","2,186","1,554"
"837","[P]","    COOLCHASER.COM","1,904","2,028","1,927","2,269","2,088","2,002","2,227","2,205","2,071","2,127","2,086","1,994","1,863","1,674","1,529"
"838","[P]","    BLOGBUS.COM*","2,668","2,675","2,444","2,964","3,532","3,238","3,112","3,997","6,133","5,510","3,387","3,509","2,145","1,613","1,513"
"839","[P]","    WEBHATTI.COM","2,708","2,754","2,574","2,652","2,391","2,554","2,987","2,805","2,735","2,533","2,287","1,717","1,646","1,517","1,477"
"840","[P]","    mIRC","1,955","1,854","1,905","1,979","1,715","1,741","1,791","1,793","1,822","1,697","1,686","1,534","1,515","1,568","1,471"
"841","[P]","    USEN Group","1,882","2,030","2,135","2,165","2,329","2,388","2,356","2,128","2,124","2,020","2,104","1,918","2,113","1,465","1,469"
"842","[P]","    OPENDNS.COM","9,685","10,166","10,480","10,069","9,770","9,168","9,564","9,145","4,203","2,560","2,476","1,288","1,258","1,336","1,463"
"843","[M](u)","    MP3LYRICS.ORG","3,025","2,946","2,684","2,239","1,939","1,768","1,609","1,661","1,689","1,992","2,198","1,928","1,504","1,524","1,454"
"844","[P](u)","    GN Multicultural (Evolve Media Corp.)","1,518","1,749","1,658","1,980","1,720","1,858","1,796","1,998","1,799","1,606","1,736","1,561","1,580","1,664","1,446"
"845","[P]","    JEERAN.COM","3,344","3,435","3,854","4,314","4,177","4,716","4,344","3,765","4,590","3,990","2,845","1,964","1,876","2,456","1,441"
"846","[P]","    ESNIPS.COM","4,724","4,408","5,886","4,131","3,289","2,309","2,905","3,909","4,297","4,347","2,741","1,872","1,813","1,642","1,436"
"847","[P]","    REGNOW.COM","2,333","2,265","2,061","2,145","2,188","2,251","2,278","2,405","1,902","1,787","1,680","1,427","1,421","1,299","1,432"
"848","[P]","    TORRENTPORTAL.COM","3,478","3,032","2,637","2,848","2,468","2,257","2,844","2,434","2,502","2,370","2,508","2,398","2,813","2,265","1,427"
"849","[P]","    QQ163.COM","634","577","363","392","320","164","178","107","182","174","275","958","465","557","1,427"
"850","[P]","    BADONGO.COM","3,078","3,287","3,008","3,322","2,838","2,826","2,975","3,129","3,328","3,041","3,088","2,896","2,539","2,077","1,424"
"851","[P]","    Bravenet Web Services","1,712","1,765","1,799","1,953","1,741","1,768","1,813","1,650","1,688","1,878","1,750","1,673","1,670","1,435","1,398"
"852","[P]","    ArticlesBase.com Sites","1,350","1,336","1,200","1,226","1,262","931","1,005","985","1,366","1,327","1,553","1,325","1,037","1,221","1,354"
"853","[P]","    GGL Media","2,810","2,532","2,385","2,536","2,214","2,308","2,381","2,518","2,447","2,667","2,579","2,383","2,984","1,782","1,337"
"854","[P]","    SEDO Sites","5,983","6,302","6,455","3,155","2,033","1,641","1,419","1,340","2,191","2,038","1,932","1,880","1,754","1,581","1,332"
"855","[P]","    Slide Sites","2,491","2,447","2,094","2,169","1,697","1,517","1,566","1,581","1,768","1,169","1,572","1,356","1,623","1,583","1,310"
"856","[P]","    PartyGaming","4,325","3,528","3,287","3,416","3,705","3,784","4,657","2,831","6,157","3,414","1,563","1,202","3,392","1,370","1,292"
